MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924800,0.1870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.7590000,-0.0441566,0.2239902,-0.1869981
MsgID.LOCAL_VELOCITY,17.7590000,-0.0000068,-0.0000219,0.0000146
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7924801,0.1800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.0090000,-0.0399800,0.0880081,-0.1801067
MsgID.LOCAL_VELOCITY,18.0090000,-0.0000002,-0.0000073,0.0000132
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7924805,0.1780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.2590000,0.0157383,0.0521856,-0.1780245
MsgID.LOCAL_VELOCITY,18.2590000,-0.0000246,-0.0000232,0.0000077
MsgID.GLOBAL_POSITION,0.0000000,-122.3974518,37.7924814,0.1790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.5090000,0.1114727,0.1324675,-0.1791306
MsgID.LOCAL_VELOCITY,18.5090000,0.0000011,-0.0000165,0.0000096
MsgID.GLOBAL_POSITION,0.0000000,-122.3974528,37.7924801,0.1790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.7590000,-0.0383964,0.0405341,-0.1795208
MsgID.LOCAL_VELOCITY,18.7590000,-0.0000041,-0.0000075,0.0000126
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7924798,0.1780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.0090000,-0.0660265,0.1134876,-0.1789739
MsgID.LOCAL_VELOCITY,19.0090000,-0.0000277,-0.0000075,0.0000082
MsgID.GLOBAL_POSITION,0.0000000,-122.3974510,37.7924803,0.1770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.2590000,-0.0125220,0.2000820,-0.1779485
MsgID.LOCAL_VELOCITY,19.2590000,0.0000087,-0.0000000,0.0000084
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7924801,0.1800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.5090000,-0.0325163,0.0872173,-0.1803553
MsgID.LOCAL_VELOCITY,19.5090000,0.0000260,-0.0000073,0.0000150
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924811,0.1880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.7590000,0.0787941,0.3135223,-0.1890752
MsgID.LOCAL_VELOCITY,19.7590000,0.0000013,-0.0000224,0.0000176
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974509,37.7924815,0.2010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.0090000,0.1215268,0.2073375,-0.2014865
MsgID.LOCAL_VELOCITY,20.0090000,0.0000282,-0.0000072,0.0000199
MsgID.GLOBAL_POSITION,0.0000000,-122.3974523,37.7924811,0.2170000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.2590000,0.0791390,0.0903687,-0.2179104
MsgID.LOCAL_VELOCITY,20.2590000,0.0000176,-0.0000001,0.0000199
MsgID.GLOBAL_POSITION,0.0000000,-122.3974501,37.7924793,0.2350000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.3100000
MsgID.LOCAL_POSITION,20.5100000,-0.1225846,0.2796445,-0.2352949
MsgID.LOCAL_VELOCITY,20.5100000,0.0000385,0.0000163,-0.3146297
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924798,0.6450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-2.7000000
MsgID.LOCAL_POSITION,20.7600000,-0.0731768,0.2902566,-0.6456331
MsgID.LOCAL_VELOCITY,20.7600000,0.0076761,-0.0105122,-2.7029479
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974519,37.7924816,1.4450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-3.9300000
MsgID.LOCAL_POSITION,21.0100000,0.1324171,0.1174224,-1.4451449
MsgID.LOCAL_VELOCITY,21.0100000,0.0095825,-0.0135481,-3.9325476
MsgID.GLOBAL_POSITION,0.0000000,-122.3974527,37.7924816,2.5240000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0100000,-4.2100000
MsgID.LOCAL_POSITION,21.2600000,0.1262123,0.0527767,-2.5241895
MsgID.LOCAL_VELOCITY,21.2600000,-0.0198961,0.0105321,-4.2140689
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924808,3.5000000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0200000,-4.3000000
MsgID.LOCAL_POSITION,21.5100000,0.0371813,0.2254231,-3.5008113
MsgID.LOCAL_VELOCITY,21.5100000,-0.0359095,0.0205200,-4.3044868
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924808,4.6020000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-4.2900000
MsgID.LOCAL_POSITION,21.7600000,0.0473375,0.3555444,-4.6085062
MsgID.LOCAL_VELOCITY,21.7600000,-0.0248906,0.0079266,-4.2911963
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924804,5.3240000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-2.0000000
MsgID.LOCAL_POSITION,22.0100000,0.0028797,0.2221266,-5.3246484
MsgID.LOCAL_VELOCITY,22.0100000,-0.0228237,0.0065436,-2.0022352
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7924786,5.4650000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,0.6400000
MsgID.LOCAL_POSITION,22.2600000,-0.2015748,0.1132524,-5.4639745
MsgID.LOCAL_VELOCITY,22.2600000,-0.0213500,0.0061210,0.6606529
MsgID.GLOBAL_POSITION,0.0000000,-122.3974493,37.7924790,5.1040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,1.8800000
MsgID.LOCAL_POSITION,22.5100000,-0.1602291,0.3510418,-5.1048203
MsgID.LOCAL_VELOCITY,22.5100000,-0.0099255,0.0074480,1.8894039
MsgID.GLOBAL_POSITION,0.0000000,-122.3974490,37.7924798,4.7880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,-0.0100000,-0.1000000
MsgID.LOCAL_POSITION,22.7600000,-0.0673854,0.3815986,-4.7888288
MsgID.LOCAL_VELOCITY,22.7600000,0.0129810,-0.0170977,-0.1056476
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924798,4.9200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0200000,-0.8300000
MsgID.LOCAL_POSITION,23.0100000,-0.0650393,0.2466093,-4.9206672
MsgID.LOCAL_VELOCITY,23.0100000,0.0065954,-0.0298656,-0.8342904
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924798,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.0100000
MsgID.LOCAL_POSITION,23.2600000,-0.0637187,0.2144921,-4.9899502
MsgID.LOCAL_VELOCITY,23.2600000,0.0012074,-0.0198319,0.0139401
MsgID.GLOBAL_POSITION,0.0000000,-122.3974506,37.7924798,4.9450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,23.5100000,-0.0638784,0.2337751,-4.9453135
MsgID.LOCAL_VELOCITY,23.5100000,-0.0004559,-0.0076008,0.1185058
MsgID.GLOBAL_POSITION,0.0000000,-122.3974525,37.7924799,4.9390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,23.7600000,-0.0590727,0.0689078,-4.9395976
MsgID.LOCAL_VELOCITY,23.7600000,-0.0025931,0.0012388,-0.1024733
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7924803,4.9540000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.0500000
MsgID.LOCAL_POSITION,24.0100000,-0.0173292,0.1151714,-4.9543958
MsgID.LOCAL_VELOCITY,24.0100000,-0.0122835,0.0099673,-0.0566656
MsgID.GLOBAL_POSITION,0.0000000,-122.3974507,37.7924794,4.9640000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4800000,0.4200000,0.0400000
MsgID.LOCAL_POSITION,24.2600000,-0.1117254,0.2296676,-4.9641061
MsgID.LOCAL_VELOCITY,24.2600000,-0.4805343,0.4248763,0.0448112
MsgID.GLOBAL_POSITION,0.0000000,-122.3974480,37.7924782,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4500000,1.5700000,0.0400000
MsgID.LOCAL_POSITION,24.5100000,-0.2445732,0.4639165,-4.9761190
MsgID.LOCAL_VELOCITY,24.5100000,-0.4533633,1.5767031,0.0461990
MsgID.GLOBAL_POSITION,0.0000000,-122.3974425,37.7924773,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3500000,2.8000000,0.1300000
MsgID.LOCAL_POSITION,24.7610000,-0.3491899,0.9605958,-4.9815397
MsgID.LOCAL_VELOCITY,24.7610000,-0.3534462,2.8045428,0.1353741
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974348,37.7924766,4.9860000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3200000,3.8300000,0.1700000
MsgID.LOCAL_POSITION,25.0110000,-0.4287018,1.6370299,-4.9869127
