time, Quad.Est.E.Pos, Quad.Est.S.Z
4.614848,0.061686,1.531933
4.619848,0.061256,1.533299
4.624847,0.061878,1.535349
4.629847,0.063036,1.536715
4.634847,0.063696,1.538766
4.639846,0.065860,1.540133
4.644846,0.066605,1.542184
4.649846,0.067159,1.543551
4.654845,0.067910,1.545603
4.659845,0.063745,1.546971
4.664845,0.064283,1.549024
4.669844,0.061486,1.550393
4.674844,0.061880,1.552446
4.679843,0.063421,1.553815
4.684843,0.063874,1.555869
4.689843,0.064574,1.557239
4.694842,0.065045,1.559294
4.699842,0.067210,1.560664
4.704842,0.067767,1.562720
4.709841,0.070874,1.564091
4.714841,0.071560,1.566147
4.719841,0.071953,1.567518
4.724840,0.072639,1.569575
4.729840,0.071795,1.570947
4.734839,0.072423,1.573005
4.739839,0.072459,1.574377
4.744839,0.073071,1.576436
4.749838,0.074400,1.577808
4.754838,0.075057,1.579868
4.759838,0.074278,1.581241
4.764837,0.074881,1.583301
4.769837,0.073343,1.584675
4.774837,0.073857,1.586736
4.779836,0.075358,1.588110
4.784836,0.075927,1.590172
4.789835,0.076240,1.591547
4.794835,0.076806,1.593609
4.799835,0.078968,1.594984
4.804834,0.079618,1.597047
4.809834,0.078702,1.598423
4.814834,0.079291,1.600487
4.819833,0.079446,1.601863
4.824833,0.080025,1.603928
4.829833,0.077904,1.605304
4.834832,0.078369,1.607370
4.839832,0.078634,1.608747
4.844831,0.079097,1.610813
4.849831,0.078656,1.612190
4.854831,0.079084,1.614257
4.859830,0.081644,1.615635
4.864830,0.082177,1.617703
4.869830,0.080911,1.619082
4.874829,0.081370,1.621150
4.879829,0.080389,1.622529
4.884829,0.080788,1.624598
4.889828,0.080370,1.625978
4.894828,0.080737,1.628048
4.899827,0.081403,1.629428
4.904827,0.081788,1.631499
4.909827,0.080771,1.632879
4.914826,0.081098,1.634951
4.919826,0.084101,1.636332
4.924826,0.084555,1.638404
4.929825,0.084262,1.639785
4.934825,0.084688,1.641858
4.939825,0.087438,1.643240
4.944824,0.087979,1.645314
4.949824,0.088207,1.646696
4.954823,0.088742,1.648770
4.959823,0.089384,1.650153
4.964823,0.089932,1.652228
4.969822,0.089842,1.653612
4.974822,0.090370,1.655687
4.979822,0.088147,1.657071
4.984821,0.088555,1.659148
4.989821,0.090288,1.660532
4.994821,0.090763,1.662609
4.999820,0.092928,1.663994
5.004820,0.093490,1.666072
5.009820,0.096931,1.667458
5.014819,0.097640,1.669536
5.019819,0.098822,1.670922
5.024818,0.099566,1.673001
5.029818,0.098055,1.674388
5.034818,0.098706,1.676468
5.039817,0.099262,1.677855
5.044817,0.099920,1.679935
5.049817,0.100899,1.681323
5.054816,0.101585,1.683404
5.059816,0.100307,1.684792
5.064816,0.100913,1.686874
5.069815,0.100734,1.688262
5.074815,0.101313,1.690345
5.079814,0.102563,1.691734
5.084814,0.103184,1.693818
5.089814,0.104853,1.695207
5.094813,0.105533,1.697291
5.099813,0.106627,1.698681
5.104813,0.107337,1.700766
5.109812,0.107321,1.702156
5.114812,0.108009,1.704242
5.119812,0.105536,1.705633
5.124811,0.106092,1.707719
5.129811,0.105491,1.709110
5.134810,0.106005,1.711198
5.139810,0.103931,1.712589
5.144810,0.104340,1.714677
5.149809,0.103929,1.716069
5.154809,0.104310,1.718158
5.159809,0.103841,1.719550
5.164808,0.104193,1.721640
5.169808,0.104614,1.723033
5.174808,0.104975,1.725123
5.179807,0.106385,1.726516
5.184807,0.106796,1.728607
5.189806,0.105306,1.730001
5.194806,0.105648,1.732092
5.199806,0.106458,1.733487
5.204805,0.106826,1.735579
5.209805,0.107740,1.736974
5.214805,0.108136,1.739067
5.219804,0.108381,1.740462
5.224804,0.108777,1.742556
5.229804,0.108405,1.743952
5.234803,0.108779,1.746046
5.239803,0.109237,1.747442
5.244802,0.109621,1.749537
5.249802,0.110817,1.750934
5.254802,0.111236,1.753030
5.259801,0.113290,1.754427
5.264801,0.113772,1.756523
5.269801,0.114028,1.757921
5.274800,0.114507,1.760018
5.279800,0.115165,1.761417
5.284800,0.115654,1.763514
5.289799,0.115648,1.764913
5.294799,0.116125,1.767012
5.299798,0.116014,1.768411
5.304798,0.116476,1.770510
5.309798,0.116830,1.771910
5.314797,0.117292,1.774009
5.319797,0.117892,1.775410
5.324797,0.118362,1.777510
5.329796,0.118830,1.778911
5.334796,0.119303,1.781012
5.339796,0.120733,1.782413
5.344795,0.121240,1.784515
5.349795,0.119510,1.785917
5.354795,0.119948,1.788019
5.359794,0.120539,1.789421
5.364794,0.120986,1.791524
5.369793,0.122038,1.792927
5.374793,0.122508,1.795031
5.379793,0.122219,1.796434
5.384792,0.122667,1.798539
5.389792,0.123064,1.799942
5.394792,0.123514,1.802047
5.399791,0.123503,1.803451
5.404791,0.123942,1.805557
5.409791,0.122836,1.806962
5.414790,0.123228,1.809068
5.419790,0.122781,1.810473
5.424789,0.123151,1.812580
5.429789,0.122358,1.813986
5.434789,0.122696,1.816094
5.439788,0.122909,1.817500
5.444788,0.123251,1.819608
5.449788,0.124475,1.821015
5.454787,0.124855,1.823124
5.459787,0.125420,1.824531
5.464787,0.125813,1.826641
5.469786,0.125261,1.828048
5.474786,0.125626,1.830159
5.479785,0.126314,1.831566
5.484785,0.126698,1.833678
5.489785,0.126697,1.835086
5.494784,0.127073,1.837198
5.499784,0.126796,1.838607
5.504784,0.127154,1.840720
5.509783,0.128104,1.842129
5.514783,0.128493,1.844242
5.519783,0.128256,1.845652
5.524782,0.128627,1.847766
5.529782,0.128098,1.849176
5.534781,0.128440,1.851291
5.539781,0.129451,1.852701
5.544781,0.129829,1.854817
5.549780,0.129731,1.856228
5.554780,0.130097,1.858344
5.559780,0.129703,1.859755
5.564779,0.130044,1.861872
5.569779,0.131102,1.863284
5.574779,0.131483,1.865402
5.579778,0.132130,1.866814
5.584778,0.132531,1.868932
5.589777,0.132458,1.870345
5.594777,0.132845,1.872464
5.599777,0.133043,1.873877
5.604776,0.133430,1.875996
5.609776,0.133783,1.877410
5.614776,0.134176,1.879530
5.619775,0.134507,1.880944
5.624775,0.134905,1.883065
5.629775,0.135415,1.884480
5.634774,0.135827,1.886602
5.639774,0.136263,1.888016
5.644773,0.136683,1.890139
5.649773,0.137545,1.891554
5.654773,0.137995,1.893677
5.659772,0.137462,1.895093
5.664772,0.137872,1.897217
5.669772,0.137277,1.898633
5.674771,0.137647,1.900757
5.679771,0.137105,1.902174
5.684771,0.137440,1.904299
5.689770,0.138222,1.905716
5.694770,0.138586,1.907842
5.699769,0.139758,1.909260
5.704769,0.140171,1.911386
5.709769,0.140847,1.912804
5.714768,0.141280,1.914931
5.719768,0.141527,1.916350
5.724768,0.141960,1.918478
5.729767,0.141888,1.919896
5.734767,0.142305,1.922025
5.739767,0.142504,1.923444
5.744766,0.142918,1.925573
5.749766,0.142956,1.926993
5.754766,0.143361,1.929123
5.759765,0.143938,1.930543
5.764765,0.144359,1.932674
5.769764,0.144952,1.934094
5.774764,0.145388,1.936226
5.779764,0.145102,1.937647
5.784763,0.145513,1.939778
5.789763,0.146309,1.941200
5.794763,0.146746,1.943333
5.799762,0.148460,1.944754
5.804762,0.148964,1.946888
5.809762,0.149623,1.948310
5.814761,0.150142,1.950444
5.819761,0.150381,1.951867
5.824760,0.150894,1.954002
5.829760,0.150997,1.955425
5.834760,0.151499,1.957560
5.839759,0.152452,1.958984
5.844759,0.152983,1.961119
5.849759,0.153496,1.962544
5.854758,0.154033,1.964680
5.859758,0.153855,1.966105
5.864758,0.154368,1.968242
5.869757,0.155235,1.969667
5.874757,0.155771,1.971805
5.879756,0.155743,1.973230
5.884756,0.156261,1.975369
5.889756,0.155800,1.976795
5.894755,0.156284,1.978934
5.899755,0.156408,1.980360
5.904755,0.156885,1.982500
5.909754,0.156853,1.983927
5.914754,0.157316,1.986068
5.919754,0.157682,1.987495
5.924753,0.158147,1.989636
5.929753,0.159088,1.991064
5.934752,0.159579,1.993206
5.939752,0.159836,1.994634
5.944752,0.160324,1.996776
5.949751,0.160896,1.998205
5.954751,0.161394,2.000348
5.959751,0.162710,2.001777
5.964750,0.163246,2.003920
5.969750,0.163071,2.005349
5.974750,0.163586,2.007494
5.979749,0.164178,2.008924
5.984749,0.164702,2.011068
5.989748,0.164809,2.012499
5.994748,0.165324,2.014644
5.999748,0.165442,2.016075
6.004747,0.165948,2.018221
6.009747,0.166294,2.019652
6.014747,0.166801,2.021799
6.019746,0.167728,2.023231
6.024746,0.168254,2.025378
6.029746,0.167942,2.026810
6.034745,0.168444,2.028959
6.039745,0.168228,2.030391
6.044744,0.168711,2.032540
6.049744,0.168995,2.033973
6.054744,0.169474,2.036122
6.059743,0.169979,2.037555
6.064743,0.170460,2.039706
6.069743,0.170761,2.041139
6.074742,0.171237,2.043290
6.079742,0.171942,2.044724
6.084742,0.172425,2.046876
6.089741,0.173107,2.048310
6.094741,0.173595,2.050462
6.099741,0.173545,2.051897
6.104740,0.174017,2.054050
6.109740,0.174740,2.055485
6.114739,0.175216,2.057639
6.119739,0.175769,2.059075
6.124739,0.176245,2.061229
6.129738,0.176559,2.062665
6.134738,0.177029,2.064820
6.139738,0.177313,2.066257
6.144737,0.177775,2.068412
6.149737,0.177905,2.069849
6.154737,0.178356,2.072005
6.159736,0.178312,2.073443
6.164736,0.178753,2.075600
6.169735,0.178684,2.077038
6.174735,0.179120,2.079195
6.179735,0.179434,2.080633
6.184734,0.179869,2.082791
6.189734,0.180120,2.084230
6.194734,0.180554,2.086389
6.199733,0.180807,2.087828
6.204733,0.181242,2.089988
6.209733,0.181813,2.091427
6.214732,0.182243,2.093587
6.219732,0.182537,2.095027
6.224731,0.182965,2.097188
6.229731,0.183454,2.098629
6.234731,0.183877,2.100790
6.239730,0.184210,2.102231
6.244730,0.184629,2.104393
6.249730,0.185009,2.105834
6.254729,0.185424,2.107997
6.259729,0.185777,2.109439
6.264729,0.186186,2.111602
6.269728,0.186483,2.113044
6.274728,0.186888,2.115208
6.279727,0.187189,2.116651
6.284727,0.187588,2.118815
6.289727,0.187831,2.120258
6.294726,0.188226,2.122423
6.299726,0.188503,2.123867
6.304726,0.188893,2.126033
6.309725,0.189211,2.127477
6.314725,0.189595,2.129643
6.319725,0.189910,2.131088
6.324724,0.190288,2.133255
6.329724,0.190582,2.134699
6.334723,0.190954,2.136867
6.339723,0.191357,2.138312
6.344723,0.191722,2.140481
6.349722,0.191920,2.141926
6.354722,0.192280,2.144095
6.359722,0.192452,2.145541
6.364721,0.192811,2.147711
6.369721,0.193083,2.149158
6.374721,0.193437,2.151328
6.379720,0.193709,2.152775
6.384720,0.194058,2.154946
6.389719,0.194242,2.156393
6.394719,0.194590,2.158565
6.399719,0.194803,2.160012
6.404718,0.195153,2.162184
6.409718,0.195388,2.163633
6.414718,0.195737,2.165806
6.419717,0.195980,2.167254
6.424717,0.196337,2.169428
6.429717,0.196551,2.170877
6.434716,0.196898,2.173051
6.439716,0.197117,2.174500
6.444715,0.197460,2.176675
6.449715,0.197676,2.178125
6.454715,0.198014,2.180300
6.459714,0.198232,2.181751
6.464714,0.198569,2.183927
6.469714,0.198788,2.185378
6.474713,0.199123,2.187554
6.479713,0.199366,2.189006
6.484713,0.199706,2.191183
6.489712,0.199967,2.192635
6.494712,0.200312,2.194812
6.499712,0.200648,2.196265
6.504711,0.201007,2.198443
6.509711,0.201284,2.199896
6.514710,0.201648,2.202075
6.519710,0.201810,2.203527
6.524710,0.202166,2.205707
6.529709,0.202251,2.207161
6.534709,0.202594,2.209341
6.539709,0.202894,2.210795
6.544708,0.203246,2.212976
6.549708,0.203723,2.214430
6.554708,0.204098,2.216612
6.559707,0.204426,2.218066
6.564707,0.204809,2.220248
6.569706,0.205127,2.221704
6.574706,0.205517,2.223886
6.579706,0.205834,2.225342
6.584705,0.206229,2.227525
6.589705,0.206516,2.228981
6.594705,0.206915,2.231166
6.599704,0.206991,2.232622
6.604704,0.207378,2.234807
6.609704,0.207961,2.236264
6.614703,0.208372,2.238449
6.619703,0.208542,2.239906
6.624702,0.208948,2.242092
6.629702,0.209015,2.243550
6.634702,0.209409,2.245736
6.639701,0.209551,2.247194
6.644701,0.209939,2.249381
6.649701,0.210154,2.250840
6.654700,0.210542,2.253028
6.659700,0.210878,2.254487
6.664700,0.211273,2.256675
6.669699,0.211434,2.258134
6.674699,0.211825,2.260324
6.679698,0.212503,2.261783
6.684698,0.212920,2.263973
6.689698,0.213548,2.265433
6.694697,0.213988,2.267624
6.699697,0.214752,2.269084
6.704697,0.215221,2.271275
6.709696,0.215445,2.272736
6.714696,0.215911,2.274928
6.719696,0.216140,2.276389
6.724695,0.216602,2.278581
6.729695,0.216953,2.280043
6.734694,0.217419,2.282236
6.739694,0.217257,2.283698
6.744694,0.217699,2.285892
6.749693,0.218127,2.287354
6.754693,0.218578,2.289549
6.759693,0.219080,2.291012
6.764692,0.219542,2.293206
6.769692,0.219812,2.294670
6.774692,0.220273,2.296865
6.779691,0.220066,2.298329
6.784691,0.220503,2.300525
6.789690,0.221188,2.301989
6.794690,0.221645,2.304186
6.799690,0.222271,2.305651
6.804689,0.222745,2.307848
6.809689,0.222915,2.309313
6.814689,0.223382,2.311511
6.819688,0.224855,2.312977
6.824688,0.225384,2.315175
6.829688,0.225877,2.316641
6.834687,0.226415,2.318840
6.839687,0.226441,2.320306
6.844687,0.226963,2.322506
6.849686,0.227013,2.323973
6.854686,0.227521,2.326173
6.859685,0.228025,2.327640
6.864685,0.228542,2.329841
6.869685,0.228788,2.331309
6.874684,0.229300,2.333510
6.879684,0.229571,2.334978
6.884684,0.230081,2.337180
6.889683,0.229854,2.338649
6.894683,0.230337,2.340852
6.899683,0.230333,2.342320
6.904682,0.230802,2.344524
6.909682,0.230828,2.345993
6.914681,0.231285,2.348197
6.919681,0.231272,2.349667
6.924681,0.231717,2.351871
6.929680,0.231639,2.353342
6.934680,0.232071,2.355547
6.939680,0.232582,2.357017
6.944679,0.233023,2.359223
6.949679,0.233237,2.360694
6.954679,0.233676,2.362900
6.959678,0.233985,2.364372
6.964678,0.234425,2.366579
6.969677,0.235103,2.368050
6.974677,0.235559,2.370258
6.979677,0.236004,2.371730
6.984676,0.236465,2.373939
6.989676,0.236890,2.375411
6.994676,0.237356,2.377620
6.999675,0.237423,2.379093
7.004675,0.237879,2.381303
7.009675,0.238545,2.382776
7.014674,0.239016,2.384987
7.019674,0.239060,2.386460
7.024673,0.239520,2.388671
7.029673,0.239851,2.390145
7.034673,0.240314,2.392357
7.039672,0.241037,2.393831
7.044672,0.241520,2.396043
7.049672,0.241298,2.397518
7.054671,0.241764,2.399731
7.059671,0.241860,2.401206
7.064671,0.242325,2.403420
7.069670,0.242469,2.404896
7.074670,0.242934,2.407109
7.079669,0.243528,2.408586
7.084669,0.244007,2.410800
7.089669,0.244593,2.412277
7.094668,0.245087,2.414492
7.099668,0.245192,2.415969
7.104668,0.245684,2.418185
7.109667,0.246090,2.419662
7.114667,0.246590,2.421878
7.119667,0.246755,2.423356
7.124666,0.247257,2.425573
7.129666,0.247590,2.427051
7.134665,0.248098,2.429269
7.139665,0.248641,2.430748
7.144665,0.249160,2.432966
7.149664,0.249159,2.434445
7.154664,0.249677,2.436664
7.159664,0.250116,2.438143
7.164663,0.250641,2.440362
7.169663,0.250983,2.441842
7.174663,0.251513,2.444062
7.179662,0.252042,2.445543
7.184662,0.252581,2.447763
7.189662,0.252820,2.449244
7.194661,0.253362,2.451465
7.199661,0.253663,2.452946
7.204660,0.254209,2.455168
7.209660,0.254632,2.456650
7.214660,0.255181,2.458872
7.219659,0.255879,2.460354
7.224659,0.256437,2.462577
7.229659,0.256891,2.464059
7.234658,0.257451,2.466283
7.239658,0.257959,2.467766
7.244658,0.258523,2.469990
7.249657,0.258993,2.471473
7.254657,0.259560,2.473698
7.259656,0.259737,2.475182
7.264656,0.260303,2.477407
7.269656,0.260812,2.478891
7.274655,0.261379,2.481117
7.279655,0.261805,2.482601
7.284655,0.262373,2.484828
7.289654,0.262727,2.486313
7.294654,0.263295,2.488540
7.299654,0.263677,2.490025
7.304653,0.264244,2.492253
7.309653,0.264672,2.493739
7.314652,0.265239,2.495967
7.319652,0.265648,2.497453
7.324652,0.266213,2.499682
7.329651,0.266676,2.501169
7.334651,0.267238,2.503398
7.339651,0.267517,2.504885
7.344650,0.268081,2.507116
7.349650,0.268338,2.508603
7.354650,0.268902,2.510834
7.359649,0.269194,2.512321
7.364649,0.269760,2.514553
7.369648,0.270113,2.516041
7.374648,0.270678,2.518273
7.379648,0.271042,2.519761
7.384647,0.271606,2.521994
7.389647,0.271988,2.523483
7.394647,0.272550,2.525716
7.399646,0.272958,2.527205
7.404646,0.273516,2.529439
7.409646,0.273873,2.530928
7.414645,0.274431,2.533163
7.419645,0.274815,2.534653
7.424644,0.275370,2.536888
7.429644,0.275746,2.538378
7.434644,0.276298,2.540614
7.439643,0.276665,2.542105
7.444643,0.277214,2.544341
7.449643,0.277584,2.545832
7.454642,0.278130,2.548069
7.459642,0.278496,2.549561
7.464642,0.279038,2.551799
7.469641,0.279399,2.553291
7.474641,0.279941,2.555529
7.479640,0.280301,2.557021
7.484640,0.280840,2.559260
7.489640,0.281201,2.560753
7.494639,0.281740,2.562992
7.499639,0.282100,2.564485
7.504639,0.282638,2.566725
7.509638,0.282989,2.568219
7.514638,0.283525,2.570459
7.519638,0.283885,2.571953
7.524637,0.284421,2.574194
7.529637,0.284781,2.575689
7.534636,0.285315,2.577930
7.539636,0.285679,2.579425
7.544636,0.286211,2.581668
7.549635,0.286569,2.583163
7.554635,0.287099,2.585406
7.559635,0.287453,2.586901
7.564634,0.287981,2.589145
7.569634,0.288332,2.590641
7.574634,0.288858,2.592885
7.579633,0.289211,2.594381
7.584633,0.289737,2.596626
7.589633,0.290091,2.598123
7.594632,0.290618,2.600368
7.599632,0.290981,2.601865
7.604631,0.291509,2.604111
7.609631,0.291858,2.605609
7.614631,0.292385,2.607855
7.619630,0.292743,2.609353
7.624630,0.293271,2.611600
7.629630,0.293622,2.613099
7.634629,0.294149,2.615346
7.639629,0.294499,2.616845
7.644629,0.295025,2.619093
7.649628,0.295400,2.620593
7.654628,0.295929,2.622842
7.659627,0.296254,2.624341
7.664627,0.296779,2.626591
7.669627,0.297109,2.628091
7.674626,0.297630,2.630341
7.679626,0.298052,2.631841
7.684626,0.298582,2.634092
7.689625,0.299001,2.635592
7.694625,0.299538,2.637844
7.699625,0.299929,2.639345
7.704624,0.300470,2.641597
7.709624,0.300911,2.643098
7.714623,0.301461,2.645351
7.719623,0.301564,2.646853
7.724623,0.302084,2.649106
7.729622,0.302530,2.650608
7.734622,0.303060,2.652862
7.739622,0.303405,2.654365
7.744621,0.303935,2.656619
7.749621,0.304344,2.658122
7.754621,0.304878,2.660377
7.759620,0.305068,2.661880
7.764620,0.305586,2.664136
7.769619,0.305881,2.665640
7.774619,0.306394,2.667896
7.779619,0.306486,2.669400
7.784618,0.306975,2.671657
7.789618,0.307163,2.673161
7.794618,0.307640,2.675419
7.799617,0.308098,2.676924
7.804617,0.308587,2.679182
7.809617,0.308718,2.680687
7.814616,0.309190,2.682945
7.819616,0.309402,2.684451
7.824615,0.309865,2.686710
7.829615,0.310088,2.688217
7.834615,0.310543,2.690476
7.839614,0.310583,2.691983
7.844614,0.311015,2.694243
7.849614,0.311315,2.695750
7.854613,0.311748,2.698011
7.859613,0.312364,2.699518
7.864613,0.312824,2.701780
7.869612,0.313709,2.703288
7.874612,0.314217,2.705549
7.879611,0.314470,2.707058
7.884611,0.314971,2.709320
7.889611,0.314985,2.710829
7.894610,0.315460,2.713092
7.899610,0.316272,2.714601
7.904610,0.316786,2.716865
7.909609,0.317330,2.718374
7.914609,0.317859,2.720639
7.919609,0.318196,2.722148
7.924608,0.318723,2.724413
7.929608,0.319089,2.725923
7.934608,0.319617,2.728189
7.939607,0.320658,2.729699
7.944607,0.321238,2.731965
7.949606,0.321505,2.733476
7.954606,0.322076,2.735743
7.959606,0.322577,2.737254
7.964605,0.323157,2.739522
7.969605,0.323268,2.741034
7.974605,0.323828,2.743301
7.979604,0.324276,2.744813
7.984604,0.324841,2.747082
7.989604,0.324451,2.748595
7.994603,0.324961,2.750864
7.999603,0.324989,2.752376
8.004604,0.325477,2.754646
8.009606,0.325278,2.756159
8.014608,0.325729,2.758430
8.019610,0.326524,2.759943
8.024612,0.327010,2.762214
8.029614,0.327112,2.763728
8.034616,0.327582,2.766000
8.039618,0.327478,2.767514
8.044621,0.327919,2.769786
8.049623,0.327750,2.771301
8.054625,0.328158,2.773573
8.059627,0.327839,2.775089
8.064629,0.328206,2.777362
8.069631,0.329123,2.778877
8.074633,0.329534,2.781151
8.079635,0.329733,2.782667
8.084637,0.330137,2.784942
8.089639,0.330442,2.786458
8.094641,0.330847,2.788733
8.099643,0.330059,2.790250
8.104645,0.330385,2.792525
8.109647,0.330873,2.794042
8.114649,0.331213,2.796319
8.119651,0.331977,2.797836
8.124653,0.332352,2.800113
8.129655,0.333175,2.801631
8.134657,0.333588,2.803908
8.139659,0.332753,2.805426
8.144661,0.333081,2.807704
8.149663,0.332920,2.809223
8.154665,0.333213,2.811501
8.159667,0.332388,2.813020
8.164669,0.332599,2.815300
8.169671,0.333857,2.816819
8.174673,0.334137,2.819098
8.179675,0.335406,2.820618
8.184677,0.335755,2.822899
8.189679,0.336614,2.824419
8.194681,0.337002,2.826699
8.199683,0.338323,2.828220
8.204685,0.338780,2.830502
8.209687,0.340724,2.832023
8.214689,0.341292,2.834305
8.219691,0.341976,2.835826
8.224693,0.342566,2.838109
8.229695,0.343146,2.839631
8.234697,0.343753,2.841913
8.239699,0.344710,2.843436
8.244701,0.345358,2.845719
8.249703,0.346054,2.847242
8.254705,0.346724,2.849526
8.259707,0.348478,2.851049
8.264709,0.349237,2.853334
8.269711,0.347895,2.854857
8.274714,0.348550,2.857143
8.279716,0.349190,2.858667
8.284718,0.349863,2.860953
8.289720,0.350369,2.862477
8.294722,0.351052,2.864763
8.299724,0.351341,2.866288
8.304726,0.352021,2.868575
8.309728,0.350701,2.870100
8.314730,0.351283,2.872388
8.319732,0.351028,2.873913
8.324734,0.351574,2.876201
8.329736,0.349525,2.877727
8.334738,0.349935,2.880016
8.339740,0.351402,2.881542
8.344742,0.351873,2.883831
8.349744,0.355109,2.885358
8.354746,0.355739,2.887648
8.359748,0.357339,2.889175
8.364750,0.358039,2.891465
8.369752,0.359871,2.892992
8.374754,0.360652,2.895284
8.379756,0.359951,2.896811
8.384758,0.360676,2.899103
8.389760,0.360847,2.900631
8.394762,0.361562,2.902923
8.399764,0.361316,2.904452
8.404766,0.362000,2.906745
8.409768,0.362573,2.908274
8.414770,0.363267,2.910567
8.419772,0.359378,2.912096
8.424774,0.359847,2.914390
8.429776,0.359853,2.915920
8.434778,0.360302,2.918215
8.439780,0.360981,2.919744
8.444782,0.361447,2.922040
8.449784,0.362013,2.923570
8.454786,0.362488,2.925866
8.459788,0.359207,2.927397
8.464790,0.359491,2.929693
8.469792,0.362656,2.931224
8.474794,0.363087,2.933521
8.479796,0.364271,2.935053
8.484798,0.364744,2.937350
8.489800,0.364743,2.938882
8.494802,0.365198,2.941180
8.499804,0.367215,2.942713
8.504807,0.367756,2.945011
8.509809,0.367121,2.946544
8.514811,0.367611,2.948843
8.519813,0.367223,2.950376
8.524815,0.367675,2.952676
8.529817,0.365638,2.954210
8.534819,0.365967,2.956510
8.539821,0.365293,2.958044
8.544823,0.365570,2.960345
8.549825,0.365229,2.961879
8.554827,0.365473,2.964180
8.559829,0.367251,2.965715
8.564831,0.367569,2.968017
8.569833,0.366488,2.969552
8.574835,0.366735,2.971855
8.579837,0.369734,2.973390
8.584839,0.370120,2.975693
8.589841,0.372911,2.977229
8.594843,0.373424,2.979533
8.599845,0.373258,2.981069
8.604847,0.373745,2.983373
8.609849,0.373495,2.984910
8.614851,0.373953,2.987215
8.619853,0.373860,2.988752
8.624855,0.374298,2.991057
8.629857,0.373327,2.992595
8.634859,0.373700,2.994901
8.639861,0.375071,2.996438
8.644863,0.375498,2.998745
8.649865,0.375605,3.000283
8.654867,0.376021,3.002590
8.659869,0.376377,3.004129
8.664871,0.376797,3.006436
8.669873,0.376901,3.007975
8.674875,0.377310,3.010284
8.679877,0.379782,3.011823
8.684879,0.380300,3.014132
8.689881,0.380220,3.015672
8.694883,0.380718,3.017981
8.699885,0.383026,3.019521
8.704887,0.383623,3.021831
8.709889,0.384612,3.023371
8.714891,0.385242,3.025682
8.719893,0.384837,3.027223
8.724895,0.385428,3.029534
8.729897,0.389210,3.031075
8.734900,0.389972,3.033387
8.739902,0.391776,3.034928
8.744904,0.392608,3.037241
8.749906,0.392508,3.038783
8.754908,0.393315,3.041096
8.759910,0.396770,3.042638
8.764912,0.397727,3.044952
8.769914,0.395670,3.046494
8.774916,0.396503,3.048808
8.779918,0.395577,3.050351
8.784920,0.396343,3.052666
8.789922,0.397682,3.054209
8.794924,0.398493,3.056525
8.799926,0.395987,3.058068
8.804928,0.396655,3.060384
8.809930,0.397729,3.061928
8.814932,0.398430,3.064245
8.819934,0.396442,3.065789
8.824936,0.397027,3.068106
8.829938,0.397753,3.069651
8.834940,0.398355,3.071968
8.839942,0.398018,3.073514
8.844944,0.398584,3.075832
8.849946,0.397815,3.077377
8.854948,0.398327,3.079696
8.859950,0.401645,3.081242
8.864952,0.402301,3.083561
8.869954,0.402451,3.085108
8.874956,0.403095,3.087427
8.879958,0.404817,3.088974
8.884960,0.405526,3.091295
8.889962,0.408413,3.092842
8.894964,0.409242,3.095163
8.899966,0.413428,3.096710
8.904968,0.414439,3.099032
8.909970,0.416620,3.100580
8.914972,0.417710,3.102902
8.919974,0.418827,3.104450
8.924976,0.419944,3.106773
8.929978,0.418244,3.108322
8.934980,0.419251,3.110645
8.939982,0.419158,3.112194
8.944984,0.420135,3.114518
8.949986,0.417360,3.116067
8.954988,0.418177,3.118391
8.959991,0.417386,3.119941
8.964993,0.418142,3.122266
8.969995,0.415217,3.123816
8.974997,0.415811,3.126142
8.979999,0.415464,3.127692
8.985001,0.416022,3.130018
8.990003,0.417865,3.131569
8.995005,0.418493,3.133895
9.000007,0.421800,3.135447
9.005009,0.422569,3.137774
9.010011,0.418723,3.139326
9.015013,0.419284,3.141653
9.020015,0.418304,3.143205
9.025017,0.418799,3.145534
9.030019,0.419575,3.147086
9.035021,0.420091,3.149415
9.040023,0.416716,3.150968
9.045025,0.417055,3.153297
9.050027,0.418189,3.154851
9.055029,0.418569,3.157181
9.060031,0.419794,3.158734
9.065033,0.420220,3.161065
9.070035,0.419484,3.162619
9.075037,0.419861,3.164950
9.080039,0.419333,3.166504
9.085041,0.419674,3.168836
9.090043,0.420143,3.170390
9.095045,0.420496,3.172723
9.100047,0.420300,3.174278
9.105049,0.420635,3.176611
9.110051,0.418521,3.178166
9.115053,0.418755,3.180500
9.120055,0.419611,3.182055
9.125057,0.419879,3.184389
9.130059,0.422693,3.185945
9.135061,0.423078,3.188280
9.140063,0.427025,3.189837
9.145065,0.427569,3.192172
9.150067,0.427670,3.193729
9.155069,0.428205,3.196064
9.160071,0.428663,3.197622
9.165073,0.429205,3.199958
9.170075,0.430262,3.201515
9.175077,0.430833,3.203852
9.180079,0.432646,3.205410
9.185081,0.433271,3.207748
9.190084,0.434377,3.209306
9.195086,0.435027,3.211644
9.200088,0.435593,3.213203
9.205090,0.436246,3.215541
9.210092,0.438337,3.217100
9.215094,0.439042,3.219439
9.220096,0.440812,3.220999
9.225098,0.441552,3.223339
9.230100,0.443303,3.224899
9.235102,0.444073,3.227239
9.240104,0.445285,3.228799
9.245106,0.446065,3.231140
9.250108,0.447540,3.232700
9.255110,0.448333,3.235042
9.260112,0.447674,3.236603
9.265114,0.448427,3.238945
