time, Quad.Est.E.Pos, Quad.Est.S.Z
9.270116,0.448522,3.240506
9.275118,0.449256,3.242849
9.280120,0.450213,3.244410
9.285122,0.450945,3.246753
9.290124,0.450783,3.248315
9.295126,0.451492,3.250659
9.300128,0.451192,3.252221
9.305130,0.451879,3.254565
9.310132,0.451397,3.256128
9.315134,0.452062,3.258473
9.320136,0.452041,3.260036
9.325138,0.452695,3.262382
9.330140,0.451537,3.263945
9.335142,0.452171,3.266291
9.340144,0.452844,3.267855
9.345146,0.453480,3.270202
9.350148,0.454799,3.271766
9.355150,0.455440,3.274113
9.360152,0.456179,3.275677
9.365154,0.456819,3.278025
9.370156,0.456526,3.279590
9.375158,0.457159,3.281938
9.380160,0.457104,3.283504
9.385162,0.457734,3.285852
9.390164,0.456987,3.287418
9.395166,0.457619,3.289768
9.400168,0.457797,3.291334
9.405170,0.458435,3.293684
9.410172,0.459020,3.295250
9.415174,0.459665,3.297600
9.420177,0.460063,3.299167
9.425179,0.460714,3.301518
9.430181,0.461446,3.303085
9.435183,0.462102,3.305437
9.440185,0.462383,3.307005
9.445187,0.463044,3.309356
9.450189,0.462955,3.310925
9.455191,0.463625,3.313277
9.460193,0.464489,3.314846
9.465195,0.465166,3.317199
9.470197,0.465828,3.318768
9.475199,0.466508,3.321121
9.480201,0.466501,3.322690
9.485203,0.467187,3.325044
9.490205,0.467827,3.326614
9.495207,0.468519,3.328969
9.500209,0.468960,3.330539
9.505211,0.469659,3.332894
9.510213,0.470335,3.334464
9.515215,0.471041,3.336820
9.520217,0.471508,3.338391
9.525219,0.472218,3.340747
9.530221,0.472314,3.342319
9.535223,0.473022,3.344676
9.540225,0.473431,3.346247
9.545227,0.474145,3.348604
9.550229,0.474642,3.350177
9.555231,0.475365,3.352535
9.560233,0.475896,3.354107
9.565235,0.476629,3.356465
9.570237,0.477527,3.358038
9.575239,0.478285,3.360397
9.580241,0.478825,3.361970
9.585243,0.479588,3.364330
9.590245,0.480088,3.365903
9.595247,0.480853,3.368263
9.600249,0.481363,3.369837
9.605251,0.482130,3.372198
9.610253,0.482649,3.373772
9.615255,0.483419,3.376133
9.620257,0.484100,3.377708
9.625259,0.484885,3.380070
9.630261,0.485386,3.381645
9.635263,0.486170,3.384007
9.640265,0.486697,3.385582
9.645267,0.487483,3.387945
9.650270,0.487973,3.389521
9.655272,0.488757,3.391885
9.660274,0.489165,3.393461
9.665276,0.489941,3.395825
9.670278,0.490888,3.397401
9.675280,0.491702,3.399766
9.680282,0.492416,3.401342
9.685284,0.493244,3.403708
9.690286,0.493628,3.405284
9.695288,0.494441,3.407650
9.700290,0.494921,3.409228
9.705292,0.495728,3.411594
9.710294,0.496281,3.413172
9.715296,0.497089,3.415539
9.720298,0.497902,3.417117
9.725300,0.498733,3.419485
9.730302,0.499090,3.421063
9.735304,0.499903,3.423431
9.740306,0.500628,3.425010
9.745308,0.501456,3.427378
9.750310,0.501772,3.428958
9.755312,0.502580,3.431327
9.760314,0.503523,3.432907
9.765316,0.504363,3.435276
9.770318,0.504671,3.436856
9.775320,0.505490,3.439226
9.780322,0.505130,3.440807
9.785324,0.505880,3.443178
9.790326,0.506871,3.444758
9.795328,0.507659,3.447130
9.800330,0.507811,3.448711
9.805332,0.508573,3.451083
9.810334,0.508940,3.452664
9.815336,0.509693,3.455037
9.820338,0.509302,3.456619
9.825340,0.509994,3.458992
9.830342,0.510482,3.460574
9.835344,0.511179,3.462947
9.840346,0.512901,3.464530
9.845348,0.513688,3.466904
9.850350,0.514429,3.468487
9.855352,0.515232,3.470861
9.860354,0.515523,3.472445
9.865356,0.516310,3.474820
9.870358,0.516892,3.476403
9.875360,0.517684,3.478779
9.880363,0.517244,3.480363
9.885365,0.517974,3.482740
9.890367,0.519258,3.484324
9.895369,0.520041,3.486701
9.900371,0.522100,3.488286
9.905373,0.522984,3.490663
9.910375,0.523299,3.492248
9.915377,0.524164,3.494626
9.920379,0.524654,3.496212
9.925381,0.525513,3.498590
9.930383,0.526098,3.500176
9.935385,0.526957,3.502555
9.940387,0.526018,3.504141
9.945389,0.526786,3.506521
9.950391,0.527504,3.508107
9.955393,0.528286,3.510488
9.960395,0.527885,3.512074
9.965397,0.528613,3.514455
9.970399,0.529034,3.516043
9.975401,0.529761,3.518424
9.980403,0.529429,3.520012
9.985405,0.530111,3.522393
9.990407,0.531119,3.523981
9.995409,0.531836,3.526364
10.000411,0.532750,3.527952
10.005413,0.533494,3.530335
10.010415,0.533079,3.531924
10.015417,0.533775,3.534307
10.020419,0.534913,3.535896
10.025421,0.535650,3.538280
10.030423,0.536494,3.539870
10.035425,0.537255,3.542254
10.040427,0.538127,3.543844
10.045429,0.538913,3.546229
10.050431,0.540969,3.547819
10.055433,0.541843,3.550205
10.060435,0.541649,3.551795
10.065437,0.542487,3.554182
10.070439,0.542697,3.555773
10.075441,0.543521,3.558159
10.080443,0.543760,3.559751
10.085445,0.544572,3.562138
10.090447,0.546191,3.563730
10.095449,0.547068,3.566118
10.100451,0.547789,3.567710
10.105453,0.548680,3.570098
10.110456,0.548958,3.571690
10.115458,0.549839,3.574079
10.120460,0.549240,3.575672
10.125462,0.550060,3.578061
10.130464,0.550069,3.579655
10.135466,0.550864,3.582045
10.140468,0.551330,3.583638
10.145470,0.552128,3.586029
10.150472,0.553253,3.587623
10.155474,0.554091,3.590014
10.160476,0.553949,3.591608
10.165478,0.554754,3.593999
10.170480,0.555532,3.595594
10.175482,0.556357,3.597986
10.180484,0.557323,3.599581
10.185486,0.558177,3.601974
10.190488,0.558450,3.603570
10.195490,0.559293,3.605963
10.200492,0.560183,3.607558
10.205494,0.561050,3.609952
10.210496,0.562887,3.611548
10.215498,0.563829,3.613943
10.220500,0.564152,3.615539
10.225502,0.565080,3.617934
10.230504,0.566190,3.619531
10.235506,0.567148,3.621926
10.240508,0.567070,3.623523
10.245510,0.567992,3.625920
10.250512,0.567329,3.627517
10.255514,0.568186,3.629914
10.260516,0.568727,3.631512
10.265518,0.569584,3.633909
10.270520,0.571835,3.635507
10.275522,0.572779,3.637905
10.280524,0.573548,3.639503
10.285526,0.574500,3.641902
10.290528,0.575184,3.643501
10.295530,0.576140,3.645899
10.300532,0.576560,3.647499
10.305534,0.577507,3.649898
10.310536,0.578188,3.651498
10.315538,0.579138,3.653898
10.320540,0.579045,3.655498
10.325542,0.579963,3.657898
10.330544,0.581203,3.659498
10.335546,0.582149,3.661899
10.340549,0.583285,3.663500
10.345551,0.584255,3.665902
10.350553,0.584512,3.667503
10.355555,0.585465,3.669905
10.360557,0.586952,3.671506
10.365559,0.587943,3.673909
10.370561,0.589702,3.675511
10.375563,0.590742,3.677914
10.380565,0.591088,3.679516
10.385567,0.592113,3.681920
10.390569,0.592447,3.683522
10.395571,0.593458,3.685927
10.400573,0.593600,3.687530
10.405575,0.594589,3.689934
10.410577,0.595550,3.691538
10.415579,0.596552,3.693943
10.420581,0.596888,3.695547
10.425583,0.597876,3.697953
10.430585,0.598100,3.699556
10.435587,0.599072,3.701963
10.440589,0.600461,3.703567
10.445591,0.601463,3.705974
10.450593,0.601772,3.707579
10.455595,0.602759,3.709986
10.460597,0.603742,3.711592
10.465599,0.604743,3.714000
10.470601,0.604524,3.715605
10.475603,0.605491,3.718014
10.480605,0.606882,3.719620
10.485607,0.607878,3.722029
10.490609,0.609580,3.723635
10.495611,0.610616,3.726044
10.500613,0.612088,3.727651
10.505615,0.613154,3.730061
10.510617,0.613150,3.731668
10.515619,0.614190,3.734079
10.520621,0.614360,3.735686
10.525623,0.615382,3.738097
10.530625,0.615022,3.739705
10.535627,0.616005,3.742117
10.540629,0.615691,3.743725
10.545631,0.616640,3.746137
10.550633,0.617373,3.747746
10.555635,0.618327,3.750159
10.560637,0.618536,3.751767
10.565639,0.619474,3.754181
10.570642,0.620098,3.755790
10.575644,0.621036,3.758204
10.580646,0.621201,3.759813
10.585648,0.622125,3.762228
10.590650,0.622964,3.763838
10.595652,0.623896,3.766252
10.600654,0.624882,3.767863
10.605656,0.625827,3.770278
10.610658,0.626061,3.771889
10.615660,0.626993,3.774305
10.620662,0.628097,3.775916
10.625664,0.629046,3.778332
10.630666,0.628943,3.779943
10.635668,0.629869,3.782361
10.640670,0.628970,3.783972
10.645672,0.629848,3.786390
10.650674,0.630630,3.788002
10.655676,0.631516,3.790420
10.660678,0.632294,3.792033
10.665680,0.633187,3.794451
10.670682,0.634539,3.796064
10.675684,0.635456,3.798483
10.680686,0.636904,3.800097
10.685688,0.637849,3.802516
10.690690,0.639039,3.804130
10.695692,0.640004,3.806550
10.700694,0.641063,3.808164
10.705696,0.642042,3.810585
10.710698,0.642507,3.812199
10.715700,0.643481,3.814621
10.720702,0.644285,3.816235
10.725704,0.645266,3.818657
10.730706,0.645171,3.820272
10.735708,0.646128,3.822695
10.740710,0.647693,3.824310
10.745712,0.648683,3.826733
10.750714,0.649589,3.828349
10.755716,0.650588,3.830772
10.760718,0.651620,3.832388
10.765720,0.652634,3.834812
10.770722,0.653389,3.836429
10.775724,0.654408,3.838853
10.780726,0.655465,3.840470
10.785728,0.656498,3.842895
10.790730,0.656815,3.844512
10.795732,0.657837,3.846938
10.800735,0.658348,3.848555
10.805737,0.659366,3.850982
10.810739,0.660185,3.852599
10.815741,0.661210,3.855026
10.820743,0.662279,3.856644
10.825745,0.663320,3.859072
10.830747,0.663426,3.860690
10.835749,0.664446,3.863118
10.840751,0.665087,3.864737
10.845753,0.666108,3.867165
10.850755,0.666839,3.868785
10.855757,0.667864,3.871214
10.860759,0.668633,3.872833
10.865761,0.669663,3.875263
10.870763,0.669422,3.876883
10.875765,0.670416,3.879313
10.880767,0.670686,3.880933
10.885769,0.671667,3.883364
10.890771,0.671908,3.884984
10.895773,0.672876,3.887415
10.900775,0.673379,3.889036
10.905777,0.674343,3.891468
10.910779,0.675599,3.893089
10.915781,0.676588,3.895522
10.920783,0.677399,3.897143
10.925785,0.678396,3.899576
10.930787,0.678895,3.901198
10.935789,0.679887,3.903631
10.940791,0.681060,3.905254
10.945793,0.682074,3.907688
10.950795,0.682770,3.909310
10.955797,0.683787,3.911745
10.960799,0.684060,3.913368
10.965801,0.685063,3.915803
10.970803,0.685719,3.917426
10.975805,0.686723,3.919862
10.980807,0.687217,3.921485
10.985809,0.688216,3.923921
10.990811,0.688742,3.925545
10.995813,0.689738,3.927982
11.000815,0.690125,3.929607
11.005817,0.691112,3.932044
11.010819,0.691798,3.933668
11.015821,0.692788,3.936106
11.020823,0.693901,3.937731
11.025826,0.694912,3.940169
11.030828,0.695682,3.941795
11.035830,0.696697,3.944234
11.040832,0.697139,3.945860
11.045834,0.698143,3.948299
11.050836,0.698451,3.949925
11.055838,0.699439,3.952365
11.060840,0.700162,3.953991
11.065842,0.701150,3.956432
11.070844,0.701585,3.958059
11.075846,0.702562,3.960500
11.080848,0.703229,3.962127
11.085850,0.704203,3.964568
11.090852,0.704706,3.966196
11.095854,0.705673,3.968638
11.100856,0.705699,3.970266
11.105858,0.706641,3.972708
11.110860,0.707237,3.974337
11.115862,0.708176,3.976780
11.120864,0.708826,3.978408
11.125866,0.709765,3.980852
11.130868,0.710274,3.982481
11.135870,0.711208,3.984925
11.140872,0.712339,3.986555
11.145874,0.713289,3.988999
11.150876,0.713748,3.990629
11.155878,0.714692,3.993074
11.160880,0.715299,3.994704
11.165882,0.716242,3.997150
11.170884,0.717197,3.998780
11.175886,0.718149,4.001226
11.180888,0.718934,4.002858
11.185890,0.719891,4.005305
11.190892,0.720559,4.006936
11.195894,0.721516,4.009384
11.200896,0.722378,4.011015
11.205898,0.723341,4.013463
11.210900,0.724253,4.015096
11.215902,0.725223,4.017544
11.220904,0.725886,4.019177
11.225906,0.726857,4.021626
11.230908,0.727887,4.023259
11.235910,0.728866,4.025709
11.240912,0.729855,4.027342
11.245914,0.730841,4.029792
11.250916,0.731364,4.031426
11.255919,0.732345,4.033876
11.260921,0.732979,4.035511
11.265923,0.733959,4.037962
11.270925,0.734438,4.039596
11.275927,0.735415,4.042048
11.280929,0.736270,4.043683
11.285931,0.737250,4.046135
11.290933,0.737862,4.047770
11.295935,0.738842,4.050223
11.300937,0.739564,4.051858
11.305939,0.740546,4.054312
11.310941,0.741214,4.055948
11.315943,0.742196,4.058402
11.320945,0.743120,4.060038
11.325947,0.744105,4.062492
11.330949,0.744519,4.064128
11.335951,0.745501,4.066583
11.340953,0.746081,4.068220
11.345955,0.747064,4.070676
11.350957,0.747924,4.072313
11.355959,0.748910,4.074769
11.360961,0.749400,4.076406
11.365963,0.750385,4.078863
11.370965,0.750991,4.080501
11.375967,0.751978,4.082958
11.380969,0.752692,4.084596
11.385971,0.753682,4.087054
11.390973,0.754306,4.088692
11.395975,0.755297,4.091150
11.400977,0.755925,4.092789
11.405979,0.756919,4.095248
11.410981,0.757636,4.096887
11.415983,0.758632,4.099347
11.420985,0.759255,4.100986
11.425987,0.760254,4.103446
11.430989,0.760889,4.105086
11.435991,0.761890,4.107546
11.440993,0.762582,4.109187
11.445995,0.763586,4.111647
11.450997,0.764195,4.113288
11.455999,0.765203,4.115749
11.461001,0.765799,4.117391
11.466003,0.766810,4.119852
11.471005,0.767525,4.121494
11.476007,0.768540,4.123956
11.481009,0.769195,4.125598
11.486012,0.770214,4.128061
11.491014,0.770872,4.129703
11.496016,0.771895,4.132166
11.501018,0.772606,4.133809
11.506020,0.773633,4.136272
11.511022,0.774317,4.137916
11.516024,0.775348,4.140380
11.521026,0.776021,4.142023
11.526028,0.777056,4.144488
11.531030,0.777812,4.146132
11.536032,0.778851,4.148597
11.541034,0.779574,4.150241
11.546036,0.780614,4.152707
11.551038,0.781283,4.154351
11.556040,0.782327,4.156817
11.561042,0.783030,4.158462
11.566044,0.784076,4.160929
11.571046,0.784729,4.162574
11.576048,0.785780,4.165042
11.581050,0.786488,4.166687
11.586052,0.787542,4.169156
11.591054,0.788256,4.170801
11.596056,0.789312,4.173270
11.601058,0.790016,4.174916
11.606060,0.791075,4.177385
11.611062,0.791783,4.179031
11.616064,0.792845,4.181501
11.621066,0.793553,4.183148
11.626068,0.794614,4.185618
11.631070,0.795319,4.187265
11.636072,0.796381,4.189736
11.641074,0.797092,4.191383
11.646076,0.798157,4.193854
11.651078,0.798876,4.195502
11.656080,0.799946,4.197974
11.661082,0.800659,4.199622
11.666084,0.801730,4.202095
11.671086,0.802454,4.203743
11.676088,0.803529,4.206216
11.681090,0.804240,4.207865
11.686092,0.805317,4.210338
11.691094,0.806054,4.211987
11.696096,0.807136,4.214461
11.701098,0.807880,4.216111
11.706100,0.808968,4.218585
11.711102,0.809695,4.220235
11.716105,0.810786,4.222710
11.721107,0.811471,4.224360
11.726109,0.812558,4.226836
11.731111,0.813360,4.228486
11.736113,0.814459,4.230962
11.741115,0.815191,4.232613
11.746117,0.816292,4.235090
11.751119,0.816930,4.236741
11.756121,0.818022,4.239218
11.761123,0.818736,4.240869
11.766125,0.819829,4.243347
11.771127,0.820551,4.244999
11.776129,0.821645,4.247477
11.781131,0.822511,4.249129
11.786133,0.823622,4.251608
11.791135,0.824326,4.253261
11.796137,0.825435,4.255740
11.801139,0.826142,4.257393
11.806141,0.827250,4.259872
11.811143,0.827762,4.261526
11.816145,0.828849,4.264006
11.821147,0.829829,4.265660
11.826149,0.830943,4.268141
11.831151,0.831507,4.269794
11.836153,0.832606,4.272276
11.841155,0.833290,4.273930
11.846157,0.834387,4.276412
11.851159,0.834882,4.278067
11.856161,0.835959,4.280549
11.861163,0.836804,4.282204
11.866165,0.837894,4.284687
11.871167,0.838422,4.286342
11.876169,0.839495,4.288826
11.881171,0.840233,4.290482
11.886173,0.841309,4.292965
11.891175,0.842116,4.294621
11.896177,0.843202,4.297106
11.901179,0.843854,4.298762
11.906181,0.844935,4.301247
11.911183,0.845595,4.302904
11.916185,0.846672,4.305389
11.921187,0.847413,4.307047
11.926189,0.848493,4.309533
11.931191,0.848958,4.311191
11.936193,0.850019,4.313677
11.941195,0.850907,4.315335
11.946198,0.851983,4.317822
11.951200,0.852626,4.319480
11.956202,0.853697,4.321968
11.961204,0.854650,4.323627
11.966206,0.855741,4.326114
11.971208,0.857208,4.327773
11.976210,0.858356,4.330262
11.981212,0.859936,4.331921
11.986214,0.861148,4.334410
11.991216,0.862017,4.336070
11.996218,0.863236,4.338559
12.001220,0.864023,4.340219
12.006222,0.865242,4.342710
12.011224,0.865388,4.344370
12.016226,0.866560,4.346860
12.021228,0.866970,4.348521
12.026230,0.868116,4.351012
12.031232,0.868897,4.352673
12.036234,0.870046,4.355165
12.041236,0.869844,4.356826
12.046238,0.870926,4.359319
12.051240,0.872098,4.360980
12.056242,0.873213,4.363473
12.061244,0.874911,4.365135
12.066246,0.876096,4.367629
12.071248,0.877317,4.369291
12.076250,0.878535,4.371785
12.081252,0.877956,4.373447
12.086254,0.879075,4.375942
12.091256,0.880497,4.377605
12.096258,0.881668,4.380100
12.101260,0.881752,4.381763
12.106262,0.882873,4.384259
12.111264,0.882570,4.385922
12.116266,0.883612,4.388418
12.121268,0.884794,4.390082
12.126270,0.885871,4.392579
12.131272,0.887667,4.394243
12.136274,0.888823,4.396740
12.141276,0.889225,4.398405
12.146278,0.890354,4.400902
12.151280,0.890828,4.402567
12.156282,0.891935,4.405066
12.161284,0.891732,4.406731
12.166286,0.892768,4.409230
12.171288,0.893817,4.410895
12.176291,0.894875,4.413394
12.181293,0.895578,4.415061
12.186295,0.896631,4.417560
12.191297,0.898721,4.419227
12.196299,0.899869,4.421727
12.201301,0.900409,4.423394
12.206303,0.901540,4.425894
12.211305,0.902223,4.427561
12.216307,0.903347,4.430063
12.221309,0.905016,4.431730
12.226311,0.906200,4.434232
12.231313,0.907318,4.435900
12.236315,0.908524,4.438402
12.241317,0.910073,4.440070
12.246319,0.911329,4.442573
12.251321,0.911709,4.444242
12.256323,0.912940,4.446744
12.261325,0.913821,4.448413
12.266327,0.915058,4.450917
12.271329,0.916794,4.452587
12.276331,0.918089,4.455091
12.281333,0.918917,4.456760
12.286335,0.920215,4.459265
12.291337,0.919873,4.460935
12.296339,0.921102,4.463440
12.301341,0.921102,4.465111
12.306343,0.922282,4.467617
12.311345,0.923081,4.469287
12.316347,0.924260,4.471794
12.321349,0.925601,4.473464
12.326351,0.926811,4.475972
12.331353,0.928596,4.477643
12.336355,0.929863,4.480150
12.341357,0.929968,4.481822
12.346359,0.931194,4.484330
12.351361,0.934071,4.486002
12.356363,0.935414,4.488510
12.361365,0.936307,4.490183
12.366367,0.937655,4.492692
12.371369,0.938768,4.494364
12.376371,0.940133,4.496874
12.381373,0.941061,4.498547
12.386375,0.942434,4.501057
12.391377,0.944176,4.502730
12.396379,0.945599,4.505240
12.401381,0.945025,4.506915
12.406384,0.946373,4.509426
12.411386,0.946481,4.511100
12.416388,0.947789,4.513611
12.421390,0.947593,4.515285
12.426392,0.948846,4.517798
12.431394,0.950476,4.519473
12.436396,0.951771,4.521985
12.441398,0.954023,4.523660
12.446400,0.955394,4.526174
12.451402,0.953899,4.527849
12.456404,0.955146,4.530363
12.461406,0.957795,4.532038
12.466408,0.959137,4.534553
12.471410,0.960120,4.536229
12.476412,0.961470,4.538743
12.481414,0.960637,4.540420
12.486416,0.961898,4.542935
12.491418,0.960413,4.544612
12.496420,0.961553,4.547128
12.501422,0.961729,4.548805
12.506424,0.962834,4.551321
12.511426,0.964644,4.552999
12.516428,0.965798,4.555515
12.521430,0.967313,4.557193
12.526432,0.968503,4.559711
12.531434,0.968712,4.561388
12.536436,0.969869,4.563906
12.541438,0.968880,4.565585
12.546440,0.969944,4.568103
12.551442,0.969357,4.569782
12.556444,0.970349,4.572301
12.561446,0.970556,4.573980
12.566448,0.971517,4.576499
12.571450,0.973166,4.578179
12.576452,0.974170,4.580699
12.581454,0.979060,4.582379
12.586456,0.980275,4.584899
12.591458,0.982509,4.586580
12.596460,0.983795,4.589100
12.601462,0.986301,4.590781
12.606464,0.987673,4.593302
12.611466,0.989486,4.594984
12.616468,0.990907,4.597505
12.621470,0.990075,4.599186
12.626472,0.991411,4.601709
12.631474,0.995823,4.603391
12.636477,0.997339,4.605913
12.641479,0.999298,4.607595
12.646481,1.000869,4.610119
12.651483,1.002126,4.611801
12.656485,1.003716,4.614325
12.661487,1.002280,4.616008
12.666489,1.003751,4.618532
12.671491,1.006153,4.620215
12.676493,1.007699,4.622740
12.681495,1.006961,4.624424
12.686497,1.008425,4.626949
12.691499,1.011479,4.628633
12.696501,1.013052,4.631159
12.701503,1.012243,4.632843
12.706505,1.013729,4.635369
12.711507,1.011722,4.637054
12.716509,1.013062,4.639581
12.721511,1.015420,4.641266
12.726513,1.016834,4.643793
12.731515,1.013998,4.645478
12.736517,1.015227,4.648006
12.741519,1.016314,4.649692
12.746521,1.017555,4.652220
12.751523,1.018546,4.653906
12.756525,1.019794,4.656435
12.761527,1.019813,4.658121
12.766529,1.021020,4.660651
12.771531,1.022249,4.662337
12.776533,1.023476,4.664867
12.781535,1.023572,4.666554
12.786537,1.024762,4.669085
12.791539,1.028102,4.670772
12.796541,1.029415,4.673303
12.801543,1.031737,4.674991
12.806545,1.033123,4.677522
12.811547,1.035670,4.679210
12.816549,1.037137,4.681742
12.821551,1.035307,4.683430
12.826553,1.036639,4.685963
12.831555,1.036602,4.687652
12.836557,1.037890,4.690185
12.841559,1.039382,4.691874
12.846561,1.040701,4.694407
12.851563,1.043339,4.696096
12.856565,1.044744,4.698631
12.861567,1.042275,4.700320
12.866570,1.043516,4.702855
12.871572,1.046077,4.704545
12.876574,1.047402,4.707080
12.881576,1.048693,4.708770
12.886578,1.050039,4.711306
12.891580,1.049640,4.712996
12.896582,1.050923,4.715532
12.901584,1.051124,4.717224
12.906586,1.052376,4.719760
12.911588,1.052737,4.721452
12.916590,1.053964,4.723989
12.921592,1.053457,4.725680
12.926594,1.054620,4.728218
12.931596,1.051368,4.729910
12.936598,1.052335,4.732449
12.941600,1.056365,4.734141
12.946602,1.057489,4.736680
12.951604,1.056526,4.738372
12.956606,1.057566,4.740911
12.961608,1.059930,4.742604
12.966610,1.061048,4.745144
12.971612,1.060846,4.746837
12.976614,1.061915,4.749378
12.981616,1.062451,4.751071
12.986618,1.063508,4.753612
12.991620,1.064247,4.755306
12.996622,1.065303,4.757847
13.001624,1.068136,4.759542
13.006626,1.069292,4.762084
13.011628,1.068791,4.763778
13.016630,1.069884,4.766321
13.021632,1.075066,4.768015
13.026634,1.076370,4.770558
13.031636,1.075374,4.772254
13.036638,1.076589,4.774797
13.041640,1.077375,4.776493
13.046642,1.078588,4.779037
13.051644,1.076441,4.780733
13.056646,1.077513,4.783278
13.061648,1.079141,4.784974
13.066650,1.080255,4.787519
13.071652,1.079724,4.789215
13.076654,1.080777,4.791760
13.081656,1.080480,4.793458
13.086658,1.081485,4.796004
13.091660,1.081256,4.797701
13.096663,1.082219,4.800248
13.101665,1.084286,4.801945
13.106667,1.085314,4.804492
13.111669,1.087315,4.806190
13.116671,1.088401,4.808738
13.121673,1.089862,4.810436
13.126675,1.090981,4.812984
13.131677,1.092330,4.814683
13.136679,1.093475,4.817232
13.141681,1.093489,4.818931
13.146683,1.094604,4.821479
13.151685,1.095612,4.823179
13.156687,1.096740,4.825728
13.161689,1.097676,4.827428
13.166691,1.098813,4.829978
13.171693,1.100809,4.831678
13.176695,1.101995,4.834229
13.181697,1.104278,4.835929
13.186699,1.105519,4.838480
13.191701,1.107358,4.840181
13.196703,1.108635,4.842733
13.201705,1.108555,4.844434
13.206707,1.109798,4.846986
13.211709,1.111630,4.848687
13.216711,1.112904,4.851240
13.221713,1.111347,4.852942
13.226715,1.112549,4.855495
13.231717,1.112353,4.857197
13.236719,1.113528,4.859750
13.241721,1.113470,4.861453
13.246723,1.114627,4.864007
13.251725,1.116425,4.865710
13.256727,1.117613,4.868265
13.261729,1.117755,4.869967
13.266731,1.118932,4.872522
13.271733,1.122455,4.874226
13.276735,1.123694,4.876781
13.281737,1.122452,4.878486
13.286739,1.123651,4.881042
13.291741,1.126542,4.882746
13.296743,1.127781,4.885302
13.301745,1.130409,4.887007
13.306747,1.131676,4.889564
13.311749,1.131970,4.891269
13.316751,1.133222,4.893826
13.321754,1.132805,4.895532
13.326756,1.134038,4.898090
13.331758,1.135108,4.899796
13.336760,1.136343,4.902354
13.341762,1.137659,4.904060
13.346764,1.138896,4.906619
13.351766,1.139286,4.908326
13.356768,1.140517,4.910885
13.361770,1.141898,4.912591
13.366772,1.143130,4.915152
13.371774,1.143462,4.916859
13.376776,1.144689,4.919419
13.381778,1.145535,4.921127
13.386780,1.146760,4.923688
13.391782,1.147953,4.925395
13.396784,1.149176,4.927957
13.401786,1.149693,4.929665
13.406788,1.150912,4.932227
13.411790,1.151252,4.933936
13.416792,1.152470,4.936499
13.421794,1.153442,4.938207
13.426796,1.154660,4.940770
13.431798,1.155587,4.942479
13.436800,1.156805,4.945043
13.441802,1.157462,4.946752
13.446804,1.158679,4.949316
13.451806,1.159444,4.951026
13.456808,1.160661,4.953590
13.461810,1.161305,4.955300
13.466812,1.162523,4.957865
13.471814,1.163707,4.959576
13.476816,1.164924,4.962142
13.481818,1.166170,4.963852
13.486820,1.167384,4.966418
13.491822,1.168504,4.968129
13.496824,1.169711,4.970696
13.501826,1.170367,4.972407
13.506828,1.171566,4.974974
13.511830,1.172485,4.976686
13.516832,1.173678,4.979254
13.521834,1.174451,4.980966
13.526836,1.175637,4.983534
13.531838,1.176377,4.985247
13.536840,1.177554,4.987815
13.541842,1.178132,4.989528
13.546844,1.179298,4.992097
13.551847,1.180099,4.993810
13.556849,1.181262,4.996380
13.561851,1.182009,4.998093
13.566853,1.183166,5.000663
13.571855,1.183875,5.002377
13.576857,1.185026,5.004948
13.581859,1.185946,5.006662
13.586861,1.187101,5.009233
13.591863,1.187821,5.010948
13.596865,1.188968,5.013519
13.601867,1.189755,5.015234
13.606869,1.190899,5.017806
13.611871,1.191642,5.019521
13.616873,1.192781,5.022094
13.621875,1.193762,5.023809
13.626877,1.194913,5.026382
13.631879,1.195581,5.028099
13.636881,1.196719,5.030672
13.641883,1.197420,5.032388
13.646885,1.198547,5.034962
13.651887,1.199248,5.036678
13.656889,1.200367,5.039253
13.661891,1.200778,5.040970
13.666893,1.201866,5.043546
13.671895,1.202921,5.045263
13.676897,1.204034,5.047838
13.681899,1.204788,5.049556
13.686901,1.205898,5.052132
13.691903,1.206347,5.053850
13.696905,1.207430,5.056427
13.701907,1.208155,5.058145
13.706909,1.209236,5.060722
13.711911,1.209746,5.062440
13.716913,1.210807,5.065018
13.721915,1.211408,5.066737
13.726917,1.212459,5.069315
13.731919,1.213182,5.071034
13.736921,1.214234,5.073613
13.741923,1.214919,5.075332
13.746925,1.215969,5.077912
13.751927,1.216256,5.079632
13.756929,1.217274,5.082212
13.761931,1.218482,5.083931
13.766933,1.219541,5.086512
13.771935,1.219944,5.088232
13.776937,1.220978,5.090813
13.781940,1.221509,5.092534
13.786942,1.222532,5.095115
13.791944,1.222848,5.096836
13.796946,1.223844,5.099418
13.801948,1.224654,5.101140
13.806950,1.225661,5.103722
13.811952,1.226617,5.105444
13.816954,1.227646,5.108027
13.821956,1.228404,5.109748
13.826958,1.229438,5.112332
13.831960,1.230578,5.114054
13.836962,1.231643,5.116638
13.841964,1.232418,5.118361
13.846966,1.233486,5.120946
13.851968,1.234486,5.122669
13.856970,1.235572,5.125253
13.861972,1.236223,5.126977
13.866974,1.237303,5.129562
13.871976,1.238787,5.131286
13.876978,1.239915,5.133872
13.881980,1.240052,5.135596
13.886982,1.241136,5.138182
13.891984,1.241470,5.139907
13.896986,1.242529,5.142494
13.901988,1.242799,5.144219
13.906990,1.243829,5.146806
13.911992,1.244794,5.148531
13.916994,1.245841,5.151119
13.921996,1.246815,5.152844
