time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
4.874829,0.882900,0.917592,2.024623,2.062861
4.879829,0.893045,0.925883,2.031720,2.069036
4.884829,0.903224,0.938314,2.038684,2.077349
4.889828,0.913438,0.946649,2.045578,2.083109
4.894828,0.923687,0.959164,2.052375,2.091202
4.899827,0.933969,0.967521,2.059168,2.096424
4.904827,0.944285,0.980116,2.066007,2.104537
4.909827,0.954636,0.988581,2.072797,2.110443
4.914826,0.965020,1.001260,2.079554,2.118488
4.919826,0.975438,1.009644,2.086303,2.122759
4.924826,0.985890,1.022397,2.092947,2.130677
4.929825,0.996374,1.030946,2.099488,2.136082
4.934825,1.006891,1.043778,2.106015,2.143821
4.939825,1.017441,1.052269,2.112463,2.147987
4.944824,1.028022,1.065172,2.118876,2.155573
4.949824,1.038636,1.073805,2.125249,2.160649
4.954823,1.049281,1.086784,2.131563,2.168124
4.959823,1.059958,1.095450,2.137830,2.172955
4.964823,1.070666,1.108503,2.144185,2.180449
4.969822,1.081406,1.117247,2.150504,2.185611
4.974822,1.092177,1.130376,2.156740,2.193002
4.979822,1.102979,1.139255,2.162942,2.198913
4.984821,1.113812,1.152463,2.169080,2.206200
4.989821,1.124676,1.161233,2.175206,2.210480
4.994821,1.135571,1.174511,2.181288,2.217695
4.999820,1.146495,1.183311,2.187273,2.221736
5.004820,1.157449,1.196655,2.193211,2.228752
5.009820,1.168433,1.205449,2.199123,2.232260
5.014819,1.179446,1.218856,2.205010,2.239198
5.019819,1.190489,1.227789,2.210836,2.243525
5.024818,1.201560,1.241263,2.216471,2.250215
5.029818,1.212659,1.250353,2.221950,2.255378
5.034818,1.223784,1.263898,2.227193,2.261690
5.039817,1.234935,1.272943,2.232163,2.265640
5.044817,1.246110,1.286549,2.236855,2.271323
5.049817,1.257308,1.295614,2.241198,2.274635
5.054816,1.268526,1.309272,2.245174,2.279491
5.059816,1.279762,1.318470,2.248691,2.283106
5.064816,1.291015,1.332176,2.251745,2.286904
5.069815,1.302282,1.341352,2.254340,2.289313
5.074815,1.313560,1.355094,2.256458,2.292004
5.079814,1.324848,1.364224,2.258087,2.293054
5.084814,1.336142,1.377986,2.259242,2.294591
5.089814,1.347440,1.387107,2.259919,2.294728
5.094813,1.358740,1.400877,2.260107,2.295110
5.099813,1.370040,1.410027,2.259791,2.294706
5.104813,1.381337,1.423794,2.258955,2.293869
5.109812,1.392628,1.432992,2.257608,2.293104
5.114812,1.403910,1.446747,2.255745,2.291040
5.119812,1.415182,1.456049,2.253372,2.290468
5.124811,1.426440,1.469786,2.250493,2.287205
5.129811,1.437683,1.478979,2.247093,2.285011
5.134810,1.448907,1.492681,2.243146,2.280475
5.139810,1.460109,1.501918,2.238716,2.278017
5.144810,1.471288,1.515575,2.233803,2.272318
5.149809,1.482442,1.524694,2.228409,2.268392
5.154809,1.493566,1.538291,2.222561,2.261557
5.159809,1.504660,1.547369,2.216223,2.256895
5.164808,1.515721,1.560894,2.209326,2.248830
5.169808,1.526745,1.569875,2.201959,2.242998
5.174808,1.537732,1.583315,2.194118,2.233775
5.179807,1.548678,1.592185,2.185751,2.226817
5.184807,1.559580,1.605525,2.176926,2.216369
5.189806,1.570437,1.614472,2.167641,2.209612
5.194806,1.581246,1.627707,2.157997,2.198161
5.199806,1.592006,1.636462,2.147961,2.190044
5.204805,1.602715,1.649578,2.137505,2.177644
5.209805,1.613370,1.658247,2.126621,2.168815
5.214805,1.623969,1.671233,2.115415,2.155462
5.219804,1.634512,1.679847,2.103865,2.146296
5.224804,1.644996,1.692696,2.091955,2.132077
5.229804,1.655419,1.701247,2.079792,2.122600
5.234803,1.665781,1.713953,2.067283,2.107684
5.239803,1.676079,1.722363,2.054674,2.097542
5.244802,1.686314,1.734918,2.041825,2.082178
5.249802,1.696484,1.743190,2.028757,2.071480
5.254802,1.706588,1.755587,2.015456,2.055537
5.259801,1.716625,1.763711,2.001896,2.044207
5.264801,1.726593,1.775943,1.988044,2.027631
5.269801,1.736491,1.784046,1.973948,2.016351
5.274800,1.746319,1.796110,1.959801,1.999337
5.279800,1.756074,1.804079,1.945338,1.987659
5.284800,1.765757,1.815970,1.930832,1.970215
5.289799,1.775368,1.823856,1.916378,1.958691
5.294799,1.784906,1.835573,1.901583,1.940983
5.299798,1.794369,1.843346,1.886674,1.929148
5.304798,1.803758,1.854885,1.871698,1.911109
5.309798,1.813072,1.862515,1.856750,1.899095
5.314797,1.822310,1.873874,1.841762,1.881045
5.319797,1.831475,1.881371,1.826908,1.869005
5.324797,1.840564,1.892549,1.811944,1.851025
5.329796,1.849579,1.899933,1.797005,1.838938
5.334796,1.858519,1.910931,1.781991,1.820856
5.339796,1.867384,1.918144,1.766918,1.808323
5.344795,1.876174,1.928958,1.751967,1.790220
5.349795,1.884889,1.936216,1.737145,1.779081
5.354795,1.893530,1.946855,1.722334,1.761195
5.359794,1.902098,1.953872,1.707567,1.749218
5.364794,1.910591,1.964331,1.692752,1.731314
5.369793,1.919011,1.971203,1.678070,1.719148
5.374793,1.927357,1.981482,1.663442,1.701439
5.379793,1.935631,1.988310,1.648938,1.689993
5.384792,1.943832,1.998416,1.634627,1.672683
5.389792,1.951963,2.005089,1.620441,1.661175
5.394792,1.960023,2.015022,1.606474,1.644231
5.399791,1.968014,2.021607,1.592541,1.633207
5.404791,1.975934,2.031372,1.578484,1.616227
5.409791,1.983785,2.037914,1.564703,1.605934
5.414790,1.991568,2.047517,1.550987,1.589363
5.419790,1.999282,2.053910,1.537505,1.578960
5.424789,2.006930,2.063352,1.524072,1.562747
5.429789,2.014510,2.069664,1.510580,1.552655
5.434789,2.022022,2.078947,1.497080,1.536332
5.439788,2.029467,2.085083,1.483774,1.525616
5.444788,2.036846,2.094205,1.470533,1.509627
5.449788,2.044160,2.100157,1.457431,1.498262
5.454787,2.051408,2.109115,1.444452,1.482546
5.459787,2.058591,2.115010,1.431533,1.471876
5.464787,2.065711,2.123810,1.418787,1.456410
5.469786,2.072767,2.129694,1.406298,1.447078
5.474786,2.079762,2.138346,1.393926,1.432119
5.479785,2.086694,2.144025,1.381636,1.421742
5.484785,2.093566,2.152526,1.369408,1.406966
5.489785,2.100376,2.158168,1.357355,1.397540
5.494784,2.107127,2.166524,1.345393,1.383053
5.499784,2.113819,2.172100,1.333721,1.374251
5.504784,2.120453,2.180317,1.322227,1.360368
5.509783,2.127030,2.185674,1.310887,1.350223
5.514783,2.133551,2.193748,1.299716,1.336697
5.519783,2.140016,2.199142,1.288579,1.328443
5.524782,2.146426,2.207086,1.277680,1.315198
5.529782,2.152782,2.212432,1.267033,1.307816
5.534781,2.159086,2.220253,1.256522,1.295095
5.539781,2.165337,2.225325,1.246096,1.285336
5.544781,2.171537,2.233012,1.235751,1.272814
5.549780,2.177684,2.238142,1.225442,1.265154
5.554780,2.183781,2.245709,1.215252,1.252832
5.559780,2.189827,2.250805,1.205183,1.245983
5.564779,2.195823,2.258257,1.195314,1.234045
5.569779,2.201770,2.263056,1.185468,1.224316
5.574779,2.207669,2.270378,1.175842,1.212608
5.579778,2.213520,2.275156,1.166390,1.204048
5.584778,2.219323,2.282357,1.156952,1.192634
5.589777,2.225080,2.287181,1.147666,1.185977
5.594777,2.230791,2.294274,1.138463,1.174847
5.599777,2.236455,2.298977,1.129287,1.167591
5.604776,2.242075,2.305961,1.120232,1.156642
5.609776,2.247649,2.310561,1.111279,1.149135
5.614776,2.253179,2.317435,1.102489,1.138483
5.619775,2.258665,2.321967,1.093867,1.131309
5.624775,2.264109,2.328734,1.085327,1.120982
5.629775,2.269511,2.333156,1.076914,1.113385
5.634774,2.274870,2.339816,1.068568,1.103286
5.639774,2.280188,2.344183,1.060255,1.096035
5.644773,2.285465,2.350739,1.052071,1.086087
5.649773,2.290701,2.354928,1.043998,1.077450
5.654773,2.295897,2.361373,1.036080,1.067829
5.659772,2.301054,2.365865,1.028307,1.064789
5.664772,2.306173,2.372235,1.020572,1.055419
5.669772,2.311253,2.376704,1.012890,1.052781
5.674771,2.316294,2.383002,1.005289,1.043602
5.679771,2.321298,2.387415,0.997727,1.040929
5.684771,2.326264,2.393643,0.990288,1.031940
5.689770,2.331194,2.397582,0.982944,1.023486
5.694770,2.336087,2.403705,0.975679,1.014736
5.699769,2.340943,2.407437,0.968439,1.004494
5.704769,2.345764,2.413446,0.961265,0.995820
5.709769,2.350549,2.417278,0.954053,0.988021
5.714768,2.355298,2.423188,0.946905,0.979382
5.719768,2.360012,2.427116,0.939861,0.973923
5.724768,2.364690,2.432943,0.932819,0.965408
5.729767,2.369333,2.436945,0.925863,0.961741
5.734767,2.373942,2.442698,0.918989,0.953416
5.739767,2.378516,2.446541,0.912175,0.948384
5.744766,2.383057,2.452215,0.905432,0.940207
5.749766,2.387564,2.456078,0.898787,0.936275
5.754766,2.392038,2.461679,0.892176,0.928289
5.759765,2.396479,2.465242,0.885604,0.921099
5.764765,2.400888,2.470753,0.879141,0.913258
5.769764,2.405264,2.474245,0.872843,0.906155
5.774764,2.409610,2.479667,0.866655,0.898669
5.779764,2.413925,2.483559,0.860546,0.897605
5.784763,2.418209,2.488930,0.854459,0.890266
5.789763,2.422463,2.492199,0.848390,0.881719
5.794763,2.426687,2.497474,0.842261,0.874339
5.799762,2.430880,2.500153,0.836156,0.859147
5.804762,2.435043,2.505293,0.830173,0.851884
5.809762,2.439176,2.508504,0.824245,0.844691
5.814761,2.443279,2.513558,0.818383,0.837579
5.819761,2.447354,2.516969,0.812601,0.833733
5.824760,2.451399,2.521958,0.806867,0.826786
5.829760,2.455416,2.525417,0.801143,0.824095
5.834760,2.459405,2.530348,0.795471,0.817231
5.839759,2.463365,2.533190,0.789829,0.807495
5.844759,2.467298,2.538022,0.784214,0.800726
5.849759,2.471202,2.541107,0.778584,0.794793
5.854758,2.475078,2.545862,0.773009,0.788037
5.859758,2.478926,2.549409,0.767496,0.788423
5.864758,2.482747,2.554127,0.762021,0.781794
5.869757,2.486541,2.556839,0.756609,0.772497
5.874757,2.490308,2.561461,0.751225,0.765991
5.879756,2.494048,2.564835,0.745853,0.765398
5.884756,2.497761,2.569414,0.740515,0.758927
5.889756,2.501448,2.573143,0.735214,0.762877
5.894755,2.505108,2.577707,0.729947,0.756494
5.899755,2.508742,2.580910,0.724752,0.754412
5.904755,2.512350,2.585424,0.719612,0.748194
5.909754,2.515933,2.588749,0.714485,0.747956
5.914754,2.519490,2.593224,0.709313,0.741727
5.919754,2.523021,2.596129,0.704129,0.736892
5.924753,2.526526,2.600538,0.698973,0.730652
5.929753,2.530005,2.602791,0.693909,0.719022
5.934752,2.533460,2.607094,0.688941,0.713003
5.939752,2.536890,2.610019,0.684031,0.709914
5.944752,2.540295,2.614266,0.679135,0.703990
5.949751,2.543676,2.616795,0.674291,0.696910
5.954751,2.547033,2.620965,0.669493,0.691105
5.959751,2.550366,2.622554,0.664762,0.674288
5.964750,2.553675,2.626588,0.660049,0.668574
5.969750,2.556962,2.629917,0.655343,0.672050
5.974750,2.560224,2.633938,0.650636,0.666359
5.979749,2.563463,2.636276,0.645977,0.659061
5.984749,2.566679,2.640219,0.641357,0.653462
5.989748,2.569872,2.643159,0.636752,0.653351
5.994748,2.573042,2.647069,0.632162,0.647811
5.999748,2.576189,2.649980,0.627593,0.647632
6.004747,2.579314,2.653855,0.623007,0.642113
6.009747,2.582415,2.656407,0.618386,0.638276
6.014747,2.585493,2.660226,0.613715,0.632648
6.019746,2.588547,2.661822,0.609034,0.619006
6.024746,2.591578,2.665525,0.604398,0.613390
6.029746,2.594586,2.669074,0.599791,0.621266
6.034745,2.597572,2.672790,0.595223,0.615744
6.039745,2.600534,2.676232,0.590657,0.622401
6.044744,2.603474,2.679956,0.586065,0.616914
6.049744,2.606390,2.682491,0.581448,0.613970
6.054744,2.609284,2.686163,0.576904,0.608531
6.059743,2.612155,2.688218,0.572420,0.601006
6.064743,2.615003,2.691813,0.567984,0.595705
6.069743,2.617830,2.694232,0.563588,0.592637
6.074742,2.620635,2.697777,0.559207,0.587433
6.079742,2.623418,2.699250,0.554849,0.574563
6.084742,2.626179,2.702687,0.550566,0.569388
6.089741,2.628919,2.704109,0.546332,0.556690
6.094741,2.631639,2.707439,0.542173,0.551572
6.099741,2.634337,2.710576,0.538084,0.558582
6.104740,2.637015,2.713918,0.534005,0.553700
6.109740,2.639673,2.715029,0.529952,0.538102
6.114739,2.642311,2.718248,0.525856,0.533070
6.119739,2.644928,2.719708,0.521726,0.522084
6.124739,2.647524,2.722830,0.517609,0.516867
6.129738,2.650100,2.724896,0.513497,0.513404
6.134738,2.652655,2.727967,0.509411,0.508196
6.139738,2.655190,2.730080,0.505358,0.505704
6.144737,2.657704,2.733104,0.501343,0.500562
6.149737,2.660199,2.735726,0.497341,0.504288
6.154737,2.662674,2.738741,0.493369,0.499308
6.159736,2.665129,2.742101,0.489432,0.511641
6.164736,2.667564,2.745162,0.485505,0.507016
6.169735,2.669980,2.748866,0.481634,0.523067
6.174735,2.672377,2.751996,0.477806,0.518962
6.179735,2.674754,2.753942,0.474015,0.514825
6.184734,2.677113,2.757023,0.470273,0.510824
6.189734,2.679453,2.759300,0.466555,0.510815
6.194734,2.681775,2.762357,0.462886,0.506995
6.199733,2.684078,2.764638,0.459217,0.507293
6.204733,2.686363,2.767674,0.455582,0.503621
6.209733,2.688631,2.767551,0.451942,0.477963
6.214732,2.690880,2.770411,0.448334,0.473820
6.219732,2.693110,2.772233,0.444745,0.470319
6.224731,2.695323,2.775046,0.441180,0.466209
6.229731,2.697518,2.775139,0.437649,0.444851
6.234731,2.699696,2.777799,0.434143,0.440339
6.239730,2.701856,2.779085,0.430695,0.432478
6.244730,2.704000,2.781671,0.427314,0.427990
6.249730,2.706126,2.782386,0.423997,0.414916
6.254729,2.708236,2.784867,0.420706,0.410277
6.259729,2.710330,2.785707,0.417448,0.399181
6.264729,2.712408,2.788093,0.414260,0.394435
6.269728,2.714470,2.789377,0.411138,0.388455
6.274728,2.716516,2.791699,0.408070,0.383793
6.279727,2.718548,2.792836,0.405038,0.376866
6.284727,2.720564,2.795088,0.402034,0.372181
6.289727,2.722565,2.796868,0.399059,0.371904
6.294726,2.724551,2.799090,0.396124,0.367369
6.299726,2.726523,2.800321,0.393233,0.362146
6.304726,2.728481,2.802485,0.390367,0.357632
6.309725,2.730424,2.802910,0.387567,0.345275
6.314725,2.732354,2.804972,0.384836,0.340671
6.319725,2.734270,2.805292,0.382199,0.328073
6.324724,2.736173,2.807251,0.379582,0.323386
6.329724,2.738063,2.807765,0.377015,0.313189
6.334723,2.739941,2.809635,0.374509,0.308480
6.339723,2.741806,2.808251,0.372019,0.281662
6.344723,2.743658,2.809931,0.369538,0.276407
6.349722,2.745499,2.811781,0.367086,0.279665
6.354722,2.747327,2.813449,0.364659,0.274655
6.359722,2.749143,2.815996,0.362274,0.284281
6.364721,2.750948,2.817692,0.359948,0.279754
6.369721,2.752741,2.817925,0.357663,0.268975
6.374721,2.754522,2.819530,0.355391,0.264348
6.379720,2.756292,2.819583,0.353132,0.252492
6.384720,2.758051,2.821089,0.350880,0.247679
6.389719,2.759799,2.823654,0.348639,0.258244
6.394719,2.761535,2.825195,0.346401,0.253805
6.399719,2.763261,2.827389,0.344173,0.261090
6.404718,2.764975,2.828947,0.341973,0.256981
6.409718,2.766678,2.829718,0.339802,0.252103
6.414718,2.768371,2.831222,0.337651,0.248044
6.419717,2.770053,2.834374,0.335529,0.263880
6.424717,2.771724,2.835951,0.333439,0.260362
6.429717,2.773385,2.835258,0.331351,0.243257
6.434716,2.775036,2.836710,0.329271,0.239425
6.439716,2.776676,2.836725,0.327205,0.228918
6.444715,2.778306,2.838090,0.325158,0.224970
6.449715,2.779926,2.838127,0.323144,0.215106
6.454715,2.781535,2.839409,0.321148,0.211112
6.459714,2.783135,2.839710,0.319182,0.203935
6.464714,2.784725,2.840926,0.317208,0.199920
6.469714,2.786305,2.841404,0.315249,0.194595
6.474713,2.787876,2.842564,0.313299,0.190590
6.479713,2.789436,2.844162,0.311355,0.194981
6.484713,2.790987,2.845325,0.309419,0.191179
6.489712,2.792529,2.847115,0.307486,0.197269
6.494712,2.794060,2.848292,0.305540,0.193641
6.499712,2.795582,2.851315,0.303592,0.210026
6.504711,2.797094,2.852569,0.301650,0.206786
6.509711,2.798597,2.854024,0.299717,0.209894
6.514710,2.800089,2.855277,0.297778,0.206781
6.519710,2.801572,2.854860,0.295818,0.194378
6.524710,2.803045,2.856020,0.293850,0.191050
6.529709,2.804509,2.854229,0.291891,0.167666
6.534709,2.805962,2.855228,0.289947,0.164011
6.539709,2.807406,2.857043,0.288002,0.171200
6.544708,2.808840,2.858063,0.286056,0.167736
6.549708,2.810265,2.861942,0.284115,0.191982
6.554708,2.811680,2.863088,0.282189,0.189027
6.559707,2.813085,2.864699,0.280276,0.194155
6.564707,2.814480,2.865858,0.278352,0.191359
6.569706,2.815866,2.867249,0.276417,0.194657
6.574706,2.817243,2.868412,0.274494,0.191952
6.579706,2.818609,2.869703,0.272569,0.194490
6.584705,2.819966,2.870865,0.270649,0.191870
6.589705,2.821314,2.871835,0.268747,0.191821
6.594705,2.822652,2.872981,0.266848,0.189259
6.599704,2.823980,2.872082,0.264957,0.173945
6.604704,2.825300,2.873120,0.263068,0.171180
6.609704,2.826609,2.876482,0.261186,0.191360
6.614703,2.827909,2.877625,0.259322,0.188982
6.619703,2.829201,2.877572,0.257472,0.180784
6.624702,2.830482,2.878652,0.255605,0.178311
6.629702,2.831755,2.877760,0.253734,0.163523
6.634702,2.833018,2.878736,0.251888,0.160876
6.639701,2.834272,2.878397,0.250047,0.151094
6.644701,2.835516,2.879298,0.248226,0.148370
6.649701,2.836752,2.879519,0.246422,0.143539
6.654700,2.837979,2.880375,0.244627,0.140824
6.659700,2.839197,2.881540,0.242856,0.143974
6.664700,2.840406,2.882399,0.241091,0.141384
6.669699,2.841607,2.882154,0.239318,0.133037
6.674699,2.842798,2.882947,0.237525,0.130324
6.679698,2.843980,2.886569,0.235722,0.153885
6.684698,2.845153,2.887488,0.233905,0.151504
6.689698,2.846318,2.890433,0.232086,0.169048
6.694697,2.847472,2.891443,0.230256,0.166909
6.699697,2.848618,2.894984,0.228438,0.188956
6.704697,2.849755,2.896114,0.226637,0.187162
6.709696,2.850883,2.896344,0.224861,0.181768
6.714696,2.852002,2.897431,0.223097,0.179962
6.719696,2.853112,2.897678,0.221339,0.174911
6.724695,2.854214,2.898724,0.219592,0.173072
6.729695,2.855307,2.899651,0.217859,0.173774
6.734694,2.856391,2.900690,0.216146,0.171990
6.739694,2.857466,2.898620,0.214458,0.148377
6.744694,2.858534,2.899506,0.212782,0.146360
6.749693,2.859593,2.900882,0.211127,0.151479
6.754693,2.860643,2.901787,0.209491,0.149588
6.759693,2.861686,2.903544,0.207877,0.157782
6.764692,2.862720,2.904487,0.206267,0.156037
6.769692,2.863747,2.904895,0.204650,0.153119
6.774692,2.864765,2.905810,0.203033,0.151347
6.779691,2.865776,2.903408,0.201418,0.125728
6.784691,2.866778,2.904158,0.199807,0.123674
6.789690,2.867772,2.906984,0.198216,0.141254
6.794690,2.868758,2.907828,0.196647,0.139467
6.799690,2.869737,2.910182,0.195087,0.152856
6.804689,2.870708,2.911096,0.193546,0.151267
6.809689,2.871671,2.910895,0.192019,0.143697
6.814689,2.872627,2.911754,0.190510,0.142070
6.819688,2.873575,2.918336,0.189016,0.189707
6.824688,2.874516,2.919472,0.187534,0.188647
6.829688,2.875449,2.920892,0.186093,0.193354
6.834687,2.876375,2.922050,0.184680,0.192417
6.839687,2.877294,2.921232,0.183292,0.178966
6.844687,2.878207,2.922303,0.181928,0.177946
6.849686,2.879112,2.921557,0.180578,0.165480
6.854686,2.880011,2.922548,0.179232,0.164354
6.859685,2.880903,2.924020,0.177881,0.170190
6.864685,2.881789,2.925039,0.176532,0.169113
6.869685,2.882667,2.925234,0.175185,0.164500
6.874684,2.883539,2.926219,0.173856,0.163395
6.879684,2.884405,2.926526,0.172547,0.159875
6.884684,2.885263,2.927483,0.171274,0.158800
6.889683,2.886116,2.925228,0.170017,0.134756
6.894683,2.886962,2.926034,0.168781,0.133502
6.899683,2.887803,2.924810,0.167537,0.118481
6.904682,2.888637,2.925518,0.166270,0.117067
6.909682,2.889464,2.924361,0.165001,0.103020
6.914681,2.890285,2.924975,0.163716,0.101453
6.919681,2.891100,2.923477,0.162434,0.085089
6.924681,2.891908,2.923984,0.161157,0.083377
6.929680,2.892710,2.921900,0.159893,0.062824
6.934680,2.893506,2.922273,0.158638,0.060958
6.939680,2.894295,2.924001,0.157406,0.071652
6.944679,2.895078,2.924427,0.156186,0.069942
6.949679,2.895856,2.924165,0.154980,0.064484
6.954679,2.896627,2.924549,0.153776,0.062763
6.959678,2.897392,2.924909,0.152580,0.062506
6.964678,2.898152,2.925281,0.151405,0.060822
6.969677,2.898905,2.928135,0.150256,0.080602
6.974677,2.899652,2.928615,0.149125,0.079173
6.979677,2.900395,2.929859,0.147999,0.085647
6.984676,2.901132,2.930370,0.146865,0.084288
6.989676,2.901863,2.931467,0.145734,0.089459
6.994676,2.902587,2.932001,0.144599,0.088151
6.999675,2.903307,2.930728,0.143464,0.074309
7.004675,2.904022,2.931171,0.142324,0.072884
7.009675,2.904730,2.933885,0.141183,0.091265
7.014674,2.905432,2.934430,0.140040,0.089992
7.019674,2.906129,2.932973,0.138908,0.074697
7.024673,2.906820,2.933419,0.137802,0.073337
7.029673,2.907506,2.933870,0.136735,0.073726
7.034673,2.908186,2.934310,0.135698,0.072469
7.039672,2.908862,2.937422,0.134667,0.094005
7.044672,2.909532,2.937984,0.133621,0.092919
7.049672,2.910197,2.934532,0.132570,0.061995
7.054671,2.910857,2.934902,0.131516,0.060692
7.059671,2.911511,2.933456,0.130466,0.046565
7.064671,2.912160,2.933733,0.129439,0.045246
7.069670,2.912805,2.932500,0.128434,0.033340
7.074670,2.913444,2.932698,0.127448,0.032068
7.079669,2.914078,2.935236,0.126481,0.049971
7.084669,2.914708,2.935533,0.125529,0.048828
7.089669,2.915333,2.937882,0.124601,0.064668
7.094668,2.915953,2.938268,0.123688,0.063606
7.099668,2.916569,2.936653,0.122786,0.048704
7.104668,2.917180,2.936944,0.121904,0.047699
7.109667,2.917787,2.937795,0.121023,0.051989
7.114667,2.918390,2.938105,0.120145,0.051010
7.119667,2.918988,2.936768,0.119259,0.039044
7.124666,2.919581,2.937000,0.118372,0.038121
7.129666,2.920170,2.937119,0.117483,0.037281
7.134665,2.920755,2.937341,0.116596,0.036396
7.139665,2.921335,2.939415,0.115719,0.049332
7.144665,2.921911,2.939710,0.114849,0.048389
7.149664,2.922483,2.936369,0.113998,0.023761
7.154664,2.923051,2.936510,0.113157,0.023116
7.159664,2.923614,2.937625,0.112332,0.029448
7.164663,2.924173,2.937801,0.111518,0.028804
7.169663,2.924728,2.937803,0.110712,0.027684
7.174663,2.925279,2.937968,0.109913,0.027114
7.179662,2.925827,2.940030,0.109124,0.038661
7.184662,2.926370,2.940261,0.108343,0.037944
7.189662,2.926909,2.939013,0.107560,0.029326
7.194661,2.927444,2.939188,0.106781,0.028806
7.199661,2.927976,2.938537,0.106013,0.024228
7.204660,2.928504,2.938681,0.105254,0.023863
7.209660,2.929028,2.939541,0.104505,0.027663
7.214660,2.929548,2.939706,0.103761,0.027240
7.219659,2.930065,2.943796,0.103018,0.046766
7.224659,2.930578,2.944075,0.102277,0.045730
7.229659,2.931087,2.945171,0.101541,0.049305
7.234658,2.931592,2.945465,0.100809,0.048112
7.239658,2.932094,2.947093,0.100064,0.053568
7.244658,2.932592,2.947411,0.099310,0.052045
7.249657,2.933086,2.948602,0.098559,0.055000
7.254657,2.933577,2.948928,0.097817,0.053252
7.259656,2.934064,2.946926,0.097077,0.043833
7.264656,2.934547,2.947186,0.096355,0.042583
7.269656,2.935027,2.948857,0.095647,0.046851
7.274655,2.935503,2.949135,0.094954,0.045273
7.279655,2.935976,2.949839,0.094262,0.045818
7.284655,2.936445,2.950111,0.093579,0.044106
7.289654,2.936911,2.949997,0.092888,0.042159
7.294654,2.937373,2.950247,0.092195,0.040494
7.299654,2.937832,2.950447,0.091498,0.039480
7.304653,2.938287,2.950680,0.090799,0.037798
7.309653,2.938739,2.951433,0.090100,0.037930
7.314652,2.939188,2.951657,0.089408,0.036066
7.319652,2.939633,2.952190,0.088730,0.035513
7.324652,2.940074,2.952399,0.088069,0.033556
7.329651,2.940513,2.953581,0.087427,0.033768
7.334651,2.940948,2.953779,0.086792,0.031515
7.339651,2.941380,2.952710,0.086148,0.028693
7.344650,2.941809,2.952879,0.085490,0.026849
7.349650,2.942234,2.951339,0.084825,0.024335
7.354650,2.942656,2.951483,0.084162,0.023144
7.359649,2.943075,2.950233,0.083513,0.021770
7.364649,2.943491,2.950363,0.082884,0.021197
7.369648,2.943903,2.950031,0.082270,0.020779
7.374648,2.944313,2.950155,0.081679,0.020439
7.379648,2.944720,2.950014,0.081106,0.020270
7.384647,2.945124,2.950135,0.080536,0.020068
7.389647,2.945525,2.950342,0.079971,0.019875
7.394647,2.945923,2.950461,0.079407,0.019616
7.399646,2.946318,2.951334,0.078845,0.018805
7.404646,2.946711,2.951446,0.078279,0.018096
7.409646,2.947100,2.951123,0.077715,0.018065
7.414645,2.947487,2.951230,0.077148,0.017599
7.419645,2.947871,2.951700,0.076577,0.016732
7.424644,2.948253,2.951799,0.076007,0.016001
7.429644,2.948631,2.952153,0.075437,0.015042
7.434644,2.949006,2.952241,0.074869,0.014118
7.439643,2.949379,2.952288,0.074314,0.013532
7.444643,2.949749,2.952368,0.073768,0.012656
7.449643,2.950116,2.952760,0.073234,0.011416
7.454642,2.950481,2.952827,0.072714,0.010299
7.459642,2.950843,2.953296,0.072206,0.008719
7.464642,2.951202,2.953345,0.071706,0.007279
7.469641,2.951559,2.953067,0.071205,0.006913
7.474641,2.951914,2.953106,0.070703,0.005778
7.479640,2.952266,2.953305,0.070200,0.004703
7.484640,2.952615,2.953331,0.069702,0.003408
7.489640,2.952962,2.953245,0.069209,0.002705
7.494639,2.953307,2.953259,0.068725,0.001556
7.499639,2.953649,2.953197,0.068251,0.000864
7.504639,2.953989,2.953200,0.067788,-0.000166
7.509638,2.954326,2.953424,0.067330,-0.000905
7.514638,2.954662,2.953416,0.066871,-0.002197
7.519638,2.954995,2.953307,0.066407,-0.003116
7.524637,2.955325,2.953286,0.065939,-0.004273
7.529637,2.955654,2.953167,0.065462,-0.005208
7.534636,2.955980,2.953133,0.064975,-0.006232
7.539636,2.956303,2.952849,0.064484,-0.007640
7.544636,2.956624,2.952801,0.063995,-0.008279
7.549635,2.956942,2.952595,0.063507,-0.009433
7.554635,2.957258,2.952538,0.063017,-0.009815
7.559635,2.957572,2.952384,0.062533,-0.010724
7.564634,2.957883,2.952320,0.062060,-0.010923
7.569634,2.958192,2.952278,0.061608,-0.011025
7.574634,2.958499,2.952212,0.061173,-0.011192
7.579633,2.958804,2.952275,0.060751,-0.010340
7.584633,2.959106,2.952212,0.060343,-0.010630
7.589633,2.959406,2.952250,0.059937,-0.009991
7.594632,2.959705,2.952189,0.059537,-0.010377
7.599632,2.960001,2.952296,0.059132,-0.008916
7.604631,2.960296,2.952242,0.058722,-0.009505
7.609631,2.960588,2.952174,0.058305,-0.010268
7.614631,2.960878,2.952112,0.057879,-0.010832
7.619630,2.961166,2.952125,0.057442,-0.010443
7.624630,2.961452,2.952061,0.057003,-0.011089
7.629630,2.961736,2.952019,0.056561,-0.011491
7.634629,2.962017,2.951949,0.056120,-0.012142
7.639629,2.962297,2.951895,0.055680,-0.012639
7.644629,2.962574,2.951818,0.055242,-0.013280
7.649628,2.962849,2.951879,0.054807,-0.012020
7.654628,2.963121,2.951805,0.054378,-0.012756
